index_process,Temp_naporowe_amin,Temp_naporowe_amax,Temp_naporowe_mean,Temp_naporowe_std,Temp_cyrkulacyjne_amin,Temp_cyrkulacyjne_amax,Temp_cyrkulacyjne_mean,Temp_cyrkulacyjne_std,Poziom_naporowe_amin,Poziom_naporowe_amax,Poziom_naporowe_mean,Poziom_naporowe_std,Poziom_cyrkulacyjne_amin,Poziom_cyrkulacyjne_amax,Poziom_cyrkulacyjne_mean,Poziom_cyrkulacyjne_std,kwas [m3]_amin,kwas [m3]_amax,kwas [m3]_mean,kwas [m3]_std,Kondensat [m3]_amin,Kondensat [m3]_amax,Kondensat [m3]_mean,Kondensat [m3]_std,Elektrolit [m3]_amin,Elektrolit [m3]_amax,Elektrolit [m3]_mean,Elektrolit [m3]_std,NaCl [kg]_amin,NaCl [kg]_amax,NaCl [kg]_mean,NaCl [kg]_std,Natezenie_prad_amin,Natezenie_prad_amax,Natezenie_prad_mean,Natezenie_prad_std,Spadek_napiecie_amin,Spadek_napiecie_amax,Spadek_napiecie_mean,Spadek_napiecie_std,Sklad_Au_amin,Sklad_Au_amax,Sklad_Au_mean,Sklad_Au_std,Sklad_Sb_amin,Sklad_Sb_amax,Sklad_Sb_mean,Sklad_Sb_std,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Bi_std,Sklad_Ca_amin,Sklad_Ca_amax,Sklad_Ca_mean,Sklad_Ca_std,Sklad_Fe_amin,Sklad_Fe_amax,Sklad_Fe_mean,Sklad_Fe_std,Sklad_Ni_amin,Sklad_Ni_amax,Sklad_Ni_mean,Sklad_Ni_std,Sklad_Zawiesina_amin,Sklad_Zawiesina_amax,Sklad_Zawiesina_mean,Sklad_Zawiesina_std,Sklad_Zn_amin,Sklad_Zn_amax,Sklad_Zn_mean,Sklad_Zn_std,Sklad_H2SO4_amin,Sklad_H2SO4_amax,Sklad_H2SO4_mean,Sklad_H2SO4_std,Sklad_Cu_amin,Sklad_Cu_amax,Sklad_Cu_mean,Sklad_Cu_std,Sklad_Cl_amin,Sklad_Cl_amax,Sklad_Cl_mean,Sklad_Cl_std,Tiomocznik_amin,Tiomocznik_amax,Tiomocznik_mean,Tiomocznik_std,NaCl_amin,NaCl_amax,NaCl_mean,NaCl_std,Klej_amin,Klej_amax,Klej_mean,Klej_std
2114,59.7708498001098,62.6872667312622,60.96682520360769,0.4258317487632658,55.8813162485758,60.7444002151489,57.94273325385879,0.8190926515290237,74.6380503336588,75.3474329630533,74.99741996700153,0.06717452779895687,64.9084834416707,95.0815502166748,81.41422731762836,5.6198341770050115,0.0,4.0,1.5789473684210527,1.6308836651628265,0.0,40.0,12.631578947368421,17.629081327196648,-2.0,58.0,14.661654135338345,21.01100779530258,2.5,8.0,4.315789473684211,1.2092000852123106,12.90325,13.0575,13.03305545112782,0.03671783637292511,,,,,4.53,4.8,4.639624060150377,0.13284353693619122,0.2,0.22,0.2081203007518797,0.009840261995273407,0.011,0.026,0.017090225563909774,0.007380196496455049,0.35,0.36,0.3559398496240601,0.004920130997636728,0.11,0.12,0.11406015037593985,0.004920130997636703,7.98,8.56,8.324511278195489,0.2853675978629253,0.002,0.0038,0.003069172932330827,0.0008856235795746064,0.1,0.11,0.10593984962406015,0.004920130997636703,164.17,173.3,169.99631578947367,2.1549166157082182,42.21,47.91,44.83879699248121,1.5750972596955142,0.034,0.039,0.03720300751879699,0.0010334729761324625,19.04,50.04,19.54332075471698,2.723291567408941,14.89,47.64,25.76475471698113,7.316076529936052,26.75,27.06,26.970075471698113,0.07463036414318833
2115,58.5103332519531,64.0736334482828,60.99084781992354,0.46044391582857896,55.1175668080647,61.4767332712809,57.986880104973274,0.8334389736440052,74.7420501708984,75.2162333170572,74.99951573099092,0.046287219221383465,68.811999575297,93.03789990743,81.94777684812189,5.4612421893311165,0.0,5.0,2.2222222222222223,1.9687773522420866,0.0,60.0,17.77777777777778,23.222430723842585,-3.0,58.0,15.555555555555555,22.145402123060872,0.5,5.5,2.8555555555555556,1.3216339254731573,12.77925,13.1905,13.162489814814814,0.044596790626301286,,,,,5.38,6.02,5.6454814814814815,0.3159071872511054,0.18,0.2,0.18829629629629632,0.009872099601597057,0.071,0.074,0.07224444444444444,0.0014808149402395533,0.37,0.41,0.3865925925925926,0.019744199203194087,0.1,0.11,0.10414814814814816,0.004936049800798522,4.08,4.2,4.129777777777778,0.059232597609581335,0.0024,0.004,0.0033362962962962964,0.0007897679681277632,0.02,0.022,0.02082962962962963,0.0009872099601597056,161.92,176.2,169.08325925925925,4.23117283249961,46.72,49.8,48.33125925925926,0.9611845461675144,0.036,0.042,0.038733333333333335,0.001469390283992464,18.94,50.02,19.53888475836431,2.7060121464379665,2.99,32.77,17.045055762081784,7.732092291842199,26.76,27.06,26.97185873605948,0.07253076115223084
2116,59.5931001663208,65.0075998942057,61.02950749725059,0.4907656600939972,55.1387832641601,59.9183167775472,57.76009107161739,0.669059330514672,74.4318827311197,75.6947498321533,75.00070010184001,0.07337666512990333,67.9173327128092,94.4635669708252,81.27979298652218,5.251665153610254,0.0,5.0,2.062256809338521,1.888497140431073,0.0,60.0,12.918287937743191,24.00449860562375,-4.0,36.0,3.385214007782101,9.42504638027994,0.5,5.5,2.8035019455252916,1.6634006585825203,13.034,13.2535,13.228150778210118,0.03971869934321783,,,,,5.34,5.53,5.418365758754864,0.09371486047024274,0.16,0.18,0.1682490272373541,0.00986472215476246,0.065,0.072,0.06788715953307392,0.003452652754166843,0.4,0.4,0.4,0.0,0.094,0.099,0.09606225680933851,0.0024661805386906135,4.06,4.1,4.076498054474707,0.019729444309524318,0.0028,0.0044,0.003740077821011673,0.0007891777723809979,0.022,0.023,0.022412451361867702,0.0004932361077381222,156.32,170.17,166.83342412451364,4.029053077128976,41.95,47.78,45.53171206225681,2.05219532480292,0.036,0.043,0.03878988326848249,0.0019908518282246808,18.89,49.97,19.557421875,2.762677657094616,2.96,32.74,16.375,9.684415740523233,26.76,27.21,26.974609375,0.07291039188687677
2117,58.0090167363484,62.5526168187459,60.98919215113645,0.7890893936165864,53.9346332550048,61.339233080546,58.56633129038008,1.3391592605352596,3.93081670120979,75.2332997639974,74.6094021655335,4.826244233879336,63.0407166163126,91.6591167449951,81.74020886591742,5.258001956263895,0.0,5.0,1.2660944206008584,1.3606257211721708,0.0,60.0,7.776824034334764,15.136789342324308,-24.0,80.0,5.034334763948498,30.2935156742279,0.5,2.5,1.8047210300429184,0.7051681349610545,13.04,13.23675,13.210380901287554,0.0375484318001382,,,,,5.59,6.04,5.748369098712446,0.21537037322176886,0.18,0.21,0.1905579399141631,0.014358024881451291,0.079,0.086,0.08146351931330471,0.00335020580567195,0.36,0.37,0.36351931330472104,0.00478600829381711,0.096,0.11,0.10092703862660946,0.006700411611343915,4.15,4.53,4.2837339055794,0.18186831516504923,0.0014,0.0018,0.0016592274678111588,0.00019144033175268378,0.02,0.022,0.020703862660944206,0.0009572016587634195,162.6,176.46,169.42223175965665,4.833403277108115,44.1,52.79,48.559399141630905,2.8069282479495676,0.039,0.042,0.03986695278969957,0.0009713027522635109,1.14,49.94,19.483060344827585,3.164718603683208,2.98,14.92,10.67573275862069,4.256122290291704,1.53,27.13,26.83198275862069,1.7418846934902819
2118,55.989933458964,62.8237835566202,60.36579773077486,1.176673528978105,54.1075833002726,59.8762666066487,57.48228924037416,1.3652512597922541,0.0299999993294477,75.6180670420328,74.43534160528903,5.55743192151797,65.0950002034505,94.5539831797281,80.62991173894778,6.071533817841036,0.0,5.0,2.0964912280701755,1.6283247153984186,0.0,50.0,11.491228070175438,20.381059538515476,-2.0,80.0,7.464912280701754,16.40064456913265,0.5,5.5,2.3991228070175437,1.3051572129405578,12.91975,13.0575,13.034326754385965,0.03498908935025965,,,,,4.86,5.58,5.336842105263158,0.34126046685333766,0.16,0.17,0.16662280701754387,0.004739728706296354,0.058,0.062,0.06064912280701754,0.001895891482518544,0.34,0.36,0.35324561403508775,0.009479457412592675,0.094,0.096,0.09532456140350878,0.000947945741259261,3.8,4.11,4.00530701754386,0.14693158989518718,0.002,0.0022,0.002067543859649123,9.479457412592727e-05,0.023,0.024,0.023337719298245612,0.00047397287062963514,164.73,171.22,167.68004385964915,2.210900806667391,43.36,48.82,46.10245614035088,1.597313582515104,0.035,0.042,0.03916666666666666,0.0015673804104155678,0.03,50.1,19.41546255506608,3.3794087732586475,0.01,26.84,14.205991189427314,7.705851601385595,0.01,27.1,26.71986784140969,2.293978551136931
2119,58.7307835261027,62.452550125122,60.99103821656546,0.5839421365921019,54.5739667256673,59.691283416748,57.951081944358016,0.9720733488609028,74.6629662831624,75.2275997161865,75.0017672298223,0.05800607417885306,63.3800000508626,95.0374997456868,82.66796463771763,5.350357538450434,0.0,5.0,1.4752851711026616,1.4109567887034755,0.0,60.0,12.760456273764259,17.95923168859001,-17.0,59.0,15.574144486692015,27.230308676551306,0.5,5.5,2.4847908745247147,1.7341860878802264,13.07175,13.1885,13.167999049429659,0.028545092040967415,,,,,4.97,5.32,5.137680608365019,0.17518022531121022,0.16,0.18,0.16958174904942966,0.010010298589212006,0.067,0.074,0.07035361216730038,0.00350360450622421,0.36,0.38,0.36958174904942964,0.01001029858921203,0.087,0.1,0.09322813688212928,0.006506694082987807,3.31,3.94,3.6118250950570343,0.31532440556017843,0.0024,0.0026,0.0024958174904942967,0.00010010298589212063,0.019,0.021,0.019958174904942963,0.0010010298589212018,164.43,174.22,170.04102661596957,2.549015543253293,44.18,50.5,47.976463878326996,2.2093021690280192,0.036,0.042,0.039262357414448674,0.0020720765650947036,19.06,21.16,19.60259541984733,0.2823372288302417,2.97,32.75,14.68236641221374,10.336958787960874,25.98,27.12,26.979198473282445,0.10254485383220706
2120,55.989933458964,62.8237835566202,59.99524168891382,1.3796787385731122,53.7377000172932,59.8762666066487,57.018894171921545,1.6256192779849314,0.0299999993294477,75.6342169443766,74.51922667174776,5.118720876111753,65.0950002034505,94.5539831797281,81.57897526411314,5.8678378626938645,0.0,5.0,2.159851301115242,1.8018713262365875,0.0,50.0,11.561338289962825,20.254374681156786,-3.0,80.0,13.342007434944238,24.61953290443952,0.5,5.5,2.823420074349442,1.5269500054513094,12.91975,13.0575,13.04210408921933,0.023751185005933588,,,,,4.86,5.58,5.221338289962826,0.36066852425269347,0.16,0.17,0.1650185873605948,0.0050092850590652375,0.058,0.062,0.060007434944237915,0.002003714023626081,0.34,0.36,0.35003717472118956,0.010018570118130439,0.094,0.096,0.09500371747211896,0.001001857011813013,3.8,4.11,3.9555762081784387,0.15528783683102235,0.002,0.0022,0.002099628252788104,0.00010018570118130437,0.023,0.024,0.02349814126394052,0.000500928505906521,164.73,171.22,167.86271375464685,2.135751396105545,42.93,48.82,45.98219330855018,1.6352452072596007,0.035,0.042,0.03846840148698885,0.0020741671702509948,0.03,50.1,19.409701492537312,3.108760230820616,0.01,32.74,16.60320895522388,8.986627110189751,0.01,27.1,26.771119402985075,2.1137433859847783
2121,59.5931001663208,65.0075998942057,61.02615584105443,0.48884862788055167,55.1387832641601,59.9183167775472,57.714391337625294,0.6926533567750556,74.4318827311197,75.6947498321533,75.0007240963605,0.07750898828311698,67.9173327128092,94.4635669708252,80.92672684463795,5.547897621497108,0.0,5.0,2.007843137254902,1.831466339214335,0.0,60.0,11.450980392156863,23.490921119004657,-4.0,136.0,2.854901960784314,13.510222343319928,0.5,5.5,2.9745098039215687,1.8028677000271378,13.034,13.2535,13.237428431372548,0.027367478211765914,,,,,5.34,5.53,5.433882352941177,0.09518023662116451,0.16,0.18,0.16988235294117648,0.010018972275911999,0.065,0.072,0.06845882352941177,0.0035066402965691916,0.4,0.4,0.4,0.0,0.094,0.099,0.09647058823529413,0.002504743068977998,4.06,4.1,4.0797647058823525,0.020037944551824134,0.0028,0.0044,0.0036094117647058823,0.0008015177820729602,0.022,0.023,0.022494117647058824,0.0005009486137956016,156.32,170.17,166.6474117647059,3.9552148830028147,41.95,47.78,45.43011764705882,2.1065373465485626,0.036,0.043,0.038682352941176466,0.0020916694423461085,18.82,49.97,19.57468503937008,2.7715456545811157,2.96,32.74,17.516614173228348,10.60167931514353,26.76,27.21,26.990551181102365,0.0524017180814531
2122,59.8574833552042,62.6872667312622,60.995924207162126,0.38700629201011877,56.1534998575846,60.7444002151489,58.030470568891836,0.7877034774932431,74.6380503336588,75.3474329630533,74.99829233031339,0.06422515902033776,64.9084834416707,92.7000169118245,81.02336717163303,5.531955830311718,0.0,4.0,1.5739130434782609,1.7260443686971725,0.0,40.0,13.652173913043478,18.40022948321907,-1.0,58.0,14.339130434782609,19.802689137012383,2.5,5.5,4.073913043478261,0.6811353168911898,12.91975,13.0575,13.043925,0.020336446163879834,,,,,4.53,4.8,4.648565217391305,0.13428813643945137,0.2,0.22,0.20878260869565218,0.009947269365885206,0.011,0.026,0.01758695652173913,0.007460452024413914,0.35,0.36,0.3556086956521739,0.004973634682942638,0.11,0.12,0.11439130434782609,0.0049736346829426115,7.98,8.56,8.305304347826088,0.2884708116106726,0.002,0.0038,0.0030095652173913047,0.0008952542429296704,0.1,0.11,0.10560869565217391,0.0049736346829426115,167.79,173.3,170.3800434782609,1.7671432297943215,42.21,47.91,45.15804347826087,1.4091659082781367,0.036,0.039,0.037356521739130434,0.0006954789038057751,19.09,50.04,19.60646288209607,2.9252043225491238,20.76,32.76,24.208558951965067,3.9841136417983596,26.78,27.06,26.991048034934497,0.04640347799728308
2123,58.5103332519531,64.0736334482828,60.9874128505565,0.4613475850273652,55.1175668080647,61.4767332712809,57.946998283386186,0.8267424305749201,74.7420501708984,75.2162333170572,75.00078190386733,0.04639236199491346,68.811999575297,92.7919333140055,82.24010414236558,5.422880613665603,0.0,5.0,2.5155555555555558,1.9687237022683042,0.0,60.0,19.644444444444446,24.198911165325214,-3.0,58.0,15.173333333333334,21.256326789250963,1.5,5.5,2.9844444444444442,1.3164406074775545,13.07675,13.1905,13.174872222222222,0.021623917591499144,,,,,5.38,6.02,5.6587555555555555,0.31803843233867835,0.18,0.2,0.1887111111111111,0.009938701010583716,0.071,0.074,0.07230666666666666,0.0014908051515875773,0.37,0.41,0.3874222222222222,0.019877402021167397,0.1,0.11,0.10435555555555556,0.004969350505291849,4.08,4.2,4.132266666666666,0.05963220606350132,0.0024,0.004,0.003303111111111111,0.0007950960808466969,0.02,0.022,0.02087111111111111,0.0009938701010583726,161.92,176.2,168.64826666666667,4.49717422388767,46.75,49.8,48.360888888888894,0.9538077407681347,0.036,0.042,0.03856888888888888,0.001361430153732493,18.94,50.02,19.61455357142857,2.9604009510266027,8.88,32.77,17.841339285714287,7.7046966045248695,26.76,27.06,26.993571428571432,0.04190223819395479
2124,58.0090167363484,63.2314999898274,60.952000554632974,0.881108342046457,53.4154834747314,61.339233080546,58.100642722125166,1.6508090009419036,3.93081670120979,75.2842002868652,74.66957417122221,4.435238493593197,63.0407166163126,91.6591167449951,81.3651249804934,5.433933057095531,0.0,5.0,1.1014492753623188,1.349962181678846,0.0,64.0,8.985507246376812,16.35469818837005,-24.0,106.0,25.27536231884058,45.86918444540331,0.5,3.5,1.6884057971014492,0.6880879926571886,13.04,13.23675,13.220770833333333,0.021024763988154515,,,,,5.59,6.04,5.834565217391304,0.22455489570653145,0.18,0.21,0.19630434782608697,0.01497032638043534,0.079,0.086,0.08280434782608695,0.003493076155434909,0.36,0.37,0.36543478260869566,0.004990108793478457,0.096,0.11,0.10360869565217391,0.006986152310869827,4.15,4.53,4.356521739130435,0.18962413415218268,0.0014,0.0018,0.0015826086956521738,0.00019960435173913842,0.02,0.022,0.02108695652173913,0.0009980217586956922,162.86,176.46,170.98108695652172,4.154889288061441,44.1,56.77,49.51282608695652,3.3213535004721755,0.038,0.042,0.03995652173913044,0.000978827240527361,1.14,49.94,19.472690909090907,2.9049007224058165,2.98,20.8,9.933018181818182,4.05992143091657,1.53,27.13,26.872945454545455,1.600843885783048
2125,59.4541667938232,62.8926001230875,61.0198421053568,0.37607915764958855,56.3984163920084,62.7866830190022,59.322311781565304,0.9447415989468321,74.7166664123535,75.2206834157307,75.00041631978348,0.04356727040331857,66.9563499450683,95.6708001454671,81.16277496261593,5.633230894341329,0.0,5.0,1.888,1.9766345988445613,0.0,64.0,16.288,24.68136412234459,-15.0,58.0,6.144,18.820096923044023,0.5,3.5,2.188,1.3748515801605201,13.10025,13.23675,13.223037,0.013556048347034838,,,,,5.3,5.68,5.497599999999999,0.19022877792754483,0.17,0.19,0.1804,0.010012040943555026,0.069,0.076,0.07264,0.0035042143302442346,0.38,0.4,0.3896,0.010012040943554967,0.092,0.1,0.09616,0.004004816377421989,3.85,4.26,4.0632,0.2052468393428774,0.0038,0.004,0.0038959999999999997,0.00010012040943554959,0.018,0.021,0.019559999999999998,0.0015018061415332492,156.82,173.4,167.94936,4.935682347084922,44.12,50.3,47.72576,2.0795285471263085,0.037,0.052,0.0416,0.004918614752584023,18.96,49.86,19.58397590361446,2.7868102096444085,2.96,20.85,13.050281124497992,8.095687243018919,24.69,27.07,26.98421686746988,0.16888715798928056
2126,55.989933458964,62.8237835566202,60.21987254630005,1.3267958236799555,53.7377000172932,59.8762666066487,57.31443725597038,1.546438129652209,0.0299999993294477,75.6342169443766,74.43855664675178,5.545486069496493,65.0950002034505,94.5539831797281,80.99750040240332,6.010519326573732,0.0,5.0,1.7510917030567685,1.598810175848206,0.0,50.0,7.685589519650655,17.63088429151931,-2.0,80.0,11.873362445414847,25.666666169194322,0.5,5.5,2.7707423580786026,1.5548649935739707,12.991,13.0575,13.047443231441049,0.006861453802505692,,,,,4.86,5.58,5.237292576419215,0.3603721358599989,0.16,0.17,0.1652401746724891,0.005005168553611095,0.058,0.062,0.060096069868995634,0.0020020674214444333,0.34,0.36,0.3504803493449782,0.010010337107222149,0.094,0.096,0.09504803493449783,0.0010010337107222266,3.8,4.11,3.9624454148471613,0.1551602251619446,0.002,0.0022,0.0020951965065502186,0.00010010337107222187,0.023,0.024,0.023475982532751093,0.0005005168553611146,164.73,171.22,167.63174672489083,2.1966706279847865,43.36,48.82,46.0459825327511,1.558278829983342,0.035,0.042,0.03856331877729258,0.002073572091370546,0.03,50.1,19.441842105263156,3.3701541986943333,0.01,32.74,16.22157894736842,9.101873852570199,0.01,27.1,26.748508771929824,2.290948568504987
2127,55.989933458964,62.8237835566202,59.94267833353288,1.4426424074557465,53.7377000172932,59.8762666066487,56.977170132145694,1.6891588792586412,0.0299999993294477,75.6342169443766,74.51241233665479,5.166842585064789,65.0950002034505,94.5539831797281,81.32929979044978,5.773739628456778,0.0,5.0,2.0113636363636362,1.644169221827077,0.0,50.0,8.522727272727273,17.649294047253036,-3.0,80.0,12.193181818181818,25.163280306214002,0.5,5.5,2.9886363636363638,1.502805878964867,12.991,13.0575,13.047477272727273,0.006153336489104855,,,,,4.86,5.58,5.168181818181819,0.35692778275391307,0.16,0.17,0.16428030303030305,0.004957330316026565,0.058,0.062,0.059712121212121216,0.0019829321264106365,0.34,0.36,0.34856060606060607,0.009914660632053119,0.094,0.096,0.09485606060606061,0.000991466063205285,3.8,4.11,3.932689393939394,0.15367723979682488,0.002,0.0022,0.0021143939393939394,9.914660632053187e-05,0.023,0.024,0.023571969696969695,0.0004957330316026559,164.73,178.76,168.0844696969697,2.7570287126310404,42.93,48.82,45.74257575757576,1.7458233139893138,0.035,0.042,0.038284090909090907,0.0020541094689269326,0.03,50.1,19.423117870722432,3.137472267050576,0.01,32.74,17.568555133079848,8.844334593000259,0.01,27.1,26.778403041825097,2.1343081984081484
2128,59.3975166956583,62.5265164693196,61.00414625641789,0.4575545291149485,54.3894501368204,60.1546499888102,57.84441053078387,0.8903918317912365,74.728533299764,75.4274501800537,74.99984147551561,0.06201179007173599,64.6277830123901,93.2132664998372,80.7783538034612,6.214630221861146,0.0,5.0,2.0654545454545454,1.8900641264579943,0.0,60.0,17.618181818181817,21.18005096136328,-15.0,57.0,15.225454545454545,23.250305846680117,0.5,4.5,1.9654545454545456,1.3939674751698667,13.15225,13.254,13.241832727272726,0.009894158022428873,,,,,4.82,5.0,4.9273454545454545,0.08847372041299069,0.17,0.17,0.17,0.0,0.075,0.077,0.07580727272727272,0.0009830413379221111,0.36,0.44,0.3922909090909091,0.03932165351688471,0.089,0.092,0.0907890909090909,0.0014745620068831798,3.9,4.12,3.9888000000000003,0.10813454717143244,0.0026,0.0052,0.0036494545454545456,0.0012779537392987501,0.019,0.019,0.019,0.0,164.73,175.13,168.7705818181818,2.063299309313666,42.93,49.4,45.47414545454545,1.9786282151536847,0.037,0.044,0.04014545454545454,0.0021564551018982466,19.21,49.99,19.564671532846717,2.673745380655868,2.95,26.83,11.662408759124087,8.250990219232582,26.69,27.06,26.99963503649635,0.03072765298647591
2129,58.9515167872111,62.452550125122,61.03594662699041,0.5161376791807699,55.4708834966023,59.691283416748,57.99710654674787,0.8495401603532727,74.6629662831624,75.2275997161865,75.00104074384647,0.05491650133917283,67.4080167134602,95.0374997456868,83.1905917434131,4.81888214797685,0.0,5.0,1.6397058823529411,1.7381026008791838,0.0,60.0,16.294117647058822,21.487185796705038,-17.0,59.0,14.419117647058824,25.26422879850395,0.5,5.5,2.661764705882353,1.6645670879207126,13.07725,13.1885,13.17383731617647,0.017540397625455676,,,,,4.97,5.32,5.183602941176471,0.17100386389591385,0.16,0.18,0.17220588235294115,0.009771649365480781,0.067,0.074,0.07127205882352941,0.0034200772779182866,0.36,0.38,0.37220588235294116,0.00977164936548092,0.087,0.1,0.09493382352941176,0.006351572087562515,3.31,3.94,3.694485294117647,0.3078069550126455,0.0024,0.0026,0.0025220588235294115,9.771649365480861e-05,0.019,0.021,0.02022058823529412,0.0009771649365480821,166.77,174.42,170.4155882352941,2.2409179605328893,44.18,50.5,48.04213235294118,2.080217632699097,0.036,0.042,0.039088235294117646,0.0019943484290889384,19.22,21.16,19.676531365313654,0.24216874651851936,2.97,32.75,15.793579335793359,9.902708089773984,25.98,27.12,26.992841328413284,0.08965597162821337
2130,58.0090167363484,63.2314999898274,60.93817927954733,0.9376066424685402,53.4154834747314,61.339233080546,58.19906015650963,1.7307286756372187,3.93081670120979,75.2842002868652,74.61443433466962,4.7853692475073775,63.0407166163126,91.6591167449951,81.67479941720863,5.535817601868662,0.0,4.0,1.029535864978903,1.309666228900901,0.0,50.0,9.924050632911392,16.507141868760673,-24.0,106.0,23.814345991561183,46.547580505839186,0.5,2.5,1.738396624472574,0.6958734016866849,13.1235,13.23675,13.223584388185655,0.011351694272909992,,,,,5.59,6.04,5.83873417721519,0.22421822992801674,0.18,0.21,0.19658227848101265,0.014947881995201162,0.079,0.086,0.08286919831223628,0.003487839132213609,0.36,0.37,0.3655274261603375,0.004982627331733722,0.096,0.11,0.10373839662447257,0.0069756782644272005,4.15,4.53,4.360042194092828,0.18933983860588155,0.0014,0.0018,0.0015789029535864978,0.00019930509326934861,0.02,0.022,0.02110548523206751,0.0009965254663467427,164.43,176.46,171.38776371308018,3.9715103618272813,45.22,56.77,49.82472573839662,3.3797369188390256,0.039,0.042,0.039945147679324895,0.0009792052290714026,1.14,49.94,19.506398305084748,3.135270485164883,2.98,14.92,10.262627118644067,4.170284632964793,1.53,27.13,26.85906779661017,1.7279139986913183
2131,58.9515167872111,62.452550125122,61.04369487273383,0.5179236976671118,55.4708834966023,59.691283416748,58.03639454181373,0.8387053065719386,74.6629662831624,75.2275997161865,75.00090171031458,0.05335208369207485,67.4080167134602,95.0374997456868,83.28167995306157,4.801222499503534,0.0,5.0,1.7038461538461538,1.7489060605625473,0.0,60.0,16.815384615384616,21.758514816801423,-17.0,59.0,14.403846153846153,25.2509104659313,0.5,5.5,2.7615384615384615,1.6348230095781837,13.07725,13.1885,13.173883653846154,0.017659359143591277,,,,,4.97,5.32,5.181346153846154,0.17151413875275678,0.16,0.18,0.17207692307692307,0.009800807928728936,0.067,0.074,0.07122692307692308,0.0034302827750551067,0.36,0.38,0.3720769230769231,0.009800807928728925,0.087,0.1,0.09485,0.006370525153673796,3.31,3.94,3.690423076923077,0.3087254497549613,0.0024,0.0026,0.0025207692307692305,9.800807928728934e-05,0.019,0.021,0.02020769230769231,0.0009800807928728983,166.77,174.42,170.2330769230769,2.1203965703805303,44.18,50.5,48.07119230769231,2.1166299891897684,0.036,0.042,0.03895384615384615,0.00193668721035622,19.22,21.16,19.678223938223937,0.24353646887643857,2.97,32.75,16.386679536679534,9.728814459750685,25.98,27.12,26.9927027027027,0.0915014319392362
2132,59.4541667938232,62.8926001230875,61.020072366704944,0.3907074462395033,55.9764334996541,62.7866830190022,59.16043861968003,1.043465476898317,74.7166664123535,75.2206834157307,74.99973718254122,0.04555391469597873,66.9563499450683,95.6708001454671,81.25546538367196,5.843790708566694,0.0,5.0,1.7686567164179106,1.9154963530946143,0.0,64.0,14.597014925373134,24.055528584411356,-15.0,79.0,10.5,25.618857169995483,0.5,3.5,1.9104477611940298,1.3993721790103693,13.1235,13.23675,13.22338619402985,0.010832337133898294,,,,,5.3,5.68,5.535373134328358,0.1848479756637697,0.17,0.19,0.18238805970149255,0.00972884082440889,0.069,0.076,0.07333582089552239,0.0034050942885430896,0.38,0.4,0.3876119402985075,0.009728840824408946,0.092,0.1,0.09695522388059702,0.0038915363297635456,3.85,4.26,4.103955223880597,0.19944123690038223,0.0038,0.004,0.0038761194029850745,9.728840824408702e-05,0.018,0.021,0.01985820895522388,0.0014593261236613257,156.82,173.4,167.45119402985074,4.624498522427547,44.12,50.3,47.35007462686567,2.298272758467227,0.037,0.052,0.04216417910447761,0.00470587174831845,18.96,49.86,19.565205992509362,2.691774342611747,2.96,20.85,11.439026217228463,8.27201986107485,24.69,27.08,26.983071161048688,0.16485447727152128
2133,59.1727333068847,63.217783164978,61.0003305066199,0.5806011065831809,54.5377666473388,59.1224166234334,57.16326655887418,0.9908885537222692,74.6483161926269,75.369666926066,75.00051507211863,0.06556673715540948,62.3864503860473,91.9244171142578,80.90094375496814,6.317643977819255,0.0,5.0,2.4732142857142856,2.083287422086473,0.0,64.0,22.392857142857142,29.55434521264362,-3.0,91.0,12.991071428571429,27.955600780351528,1.5,5.5,4.035714285714286,1.4169288549128676,12.94925,13.0745,13.063742187499999,0.018377570144909008,,,,,5.47,6.02,5.769553571428571,0.27451510742112983,0.2,0.2,0.2,0.0,0.072,0.076,0.07382142857142857,0.001996473508517312,0.42,0.42,0.42,0.0,0.1,0.11,0.10455357142857144,0.0049911837712932755,4.16,4.26,4.205535714285714,0.049911837712933366,0.003,0.0044,0.0036375000000000005,0.000698765727981058,0.022,0.022,0.022,0.0,162.94,171.36,167.48089285714286,2.472053503989243,43.68,52.24,46.90633928571429,1.9451058488660118,0.036,0.04,0.03741071428571428,0.00138248863425017,21.56,50.08,24.15896860986547,2.530119520358379,8.87,32.75,23.866412556053813,8.36119628333711,32.3,33.58,33.49188340807175,0.09978826612784328
