Cykl_1,HMG,HL,Anoda_ANALIZA As,Anoda_ANALIZA As_amin,Anoda_ANALIZA Bi,Anoda_ANALIZA Bi_amin,Anoda_ANALIZA Bi_amax,Anoda_ANALIZA Ag,Anoda_ANALIZA Ag_amin,Czas_h,Temp_naporowe_amax,Temp_naporowe_mean,kwas [m3]_mean,Elektrolit [m3]_amin,NaCl [kg]_amin,NaCl [kg]_amax,NaCl [kg]_mean,NaCl [kg]_std,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Ni_amin,Sklad_Ni_amax,Sklad_Ni_mean,Sklad_Zn_amin,Sklad_Zn_amax,Sklad_Zn_mean,Sklad_H2SO4_amax,Sklad_H2SO4_mean,Sklad_Cu_amin,Sklad_Cu_amax,Sklad_Cu_mean,Sklad_Cl_amin,Sklad_Cl_mean,NaCl_amax,NaCl_mean,NaCl_std
0,1,0,0.1324999999999999,0.13,0.005425,0.0051,0.0056,0.29,0.24,285.0,61.2449331283569,60.01816361147789,1.6421052631578947,-2.0,0.5,8.0,2.4105263157894736,2.3039069855514227,0.056,0.06,0.057838596491228,4.28,4.36,4.3167719298245615,0.028,0.031,0.0296210526315789,172.92,169.16908771929826,45.98,52.38,48.25424561403509,0.034,0.0389754385964912,50.01,14.9460350877193,13.998839240065118
1,1,0,0.1275,0.11,0.004775,0.0039,0.0058,0.285,0.27,237.0,61.6544668833414,59.954786341001146,1.588235294117647,-32.0,0.5,8.0,2.365546218487395,1.7298538742116003,0.062,0.072,0.0674201680672269,4.5,4.84,4.684285714285714,0.029,0.032,0.0303739495798319,172.92,166.57886554621848,44.86,51.98,47.50294117647059,0.034,0.0392605042016806,50.03,14.543655462184873,10.714171442700447
1,1,0,0.165,0.16,0.0059999999999999,0.0055,0.0065,0.285,0.28,252.0,63.1337665557861,59.89056047943571,1.0118577075098814,-44.0,0.5,7.0,3.393280632411068,2.4300684041217258,0.067,0.068,0.067494071146245,4.38,5.2,4.794861660079051,0.031,0.032,0.031494071146245,173.97,168.82703557312252,44.32,52.26,47.60339920948616,0.035,0.0380079051383399,50.0,20.658774703557317,14.41611239233948
1,1,0,0.155,0.15,0.00595,0.0055,0.0061,0.295,0.28,224.0,61.9186001459757,59.98389856317662,1.5422222222222222,-4.0,0.5,6.0,3.451111111111111,1.6535435734223494,0.062,0.08,0.0704,3.94,4.42,4.164,0.023,0.032,0.0272,179.47,172.54413333333332,44.86,49.72,46.544,0.036,0.0379466666666666,49.97,20.95915555555556,9.944254294825669
1,1,0,0.1425,0.07,0.005075,0.0032,0.0065,0.2675,0.22,240.0,63.1337665557861,60.00192227379567,0.8796680497925311,-30.0,0.5,7.0,3.404564315352697,2.453573057173552,0.067,0.068,0.0675020746887966,4.38,5.2,4.788298755186722,0.031,0.032,0.0315020746887966,173.97,169.16829875518673,44.32,52.26,47.42896265560166,0.035,0.0380082987551867,50.0,20.748132780082987,14.551724333641562
1,1,0,0.15,0.11,0.0055499999999999,0.0044,0.0065,0.2724999999999999,0.21,246.0,63.1337665557861,60.017030498014485,0.8987854251012146,-44.0,0.5,7.0,3.3016194331983804,2.475308432967497,0.067,0.068,0.0675222672064777,4.38,5.2,4.77174089068826,0.031,0.032,0.0315222672064777,173.97,168.86137651821863,44.32,52.26,47.56331983805668,0.035,0.0380404858299595,50.0,20.12421052631579,14.701971249535394
0,1,0,0.131,0.11,0.00493,0.0041,0.0058,0.308,0.24,296.0,61.6351498921712,59.35528219936999,1.7027027027027026,-15.0,0.5,8.0,2.733108108108108,2.431025131147972,0.053,0.066,0.0582432432432432,4.07,4.62,4.383986486486487,0.022,0.029,0.0267432432432432,173.97,169.97216216216216,43.3,50.78,48.16222972972973,0.034,0.0384324324324324,50.05,17.000135135135135,14.950406240679138
0,1,0,0.1175,0.11,0.0053,0.0052,0.0056,0.3075,0.24,297.0,62.0249499638875,59.87386838993743,1.4899328859060403,-33.0,0.5,6.0,2.2583892617449663,1.6627266832072205,0.05,0.063,0.0512013422818792,3.79,4.49,3.912852348993289,0.025,0.03,0.0278187919463087,174.49,166.95825503355704,43.79,53.29,46.99221476510067,0.035,0.0385134228187919,50.03,14.142382550335572,10.51608359464971
0,1,0,0.133,0.11,0.00592,0.0052,0.006,0.315,0.3,314.0,62.1249835968017,59.43527040484471,1.4222222222222225,-2.0,0.5,6.0,3.0174603174603174,1.9525860430684967,0.054,0.065,0.0577873015873015,3.84,4.2,3.964253968253968,0.024,0.029,0.0266666666666666,170.82,165.6612698412698,42.98,49.14,45.43136507936508,0.034,0.0380031746031746,50.02,18.707174603174604,12.191717035951225
1,1,0,0.13,0.13,0.0067,0.0067,0.0067,0.24,0.24,249.0,61.6544668833414,59.99210654445579,1.58,-32.0,0.5,3.5,1.926,1.1387321209896086,0.062,0.072,0.0662,4.5,4.84,4.6428,0.029,0.032,0.03074,172.92,165.11244,44.86,51.98,47.70204,0.038,0.0395439999999999,50.03,11.94764,7.136781391138418
1,1,0,0.13,0.13,0.0056,0.0056,0.0056,0.25,0.25,236.0,62.0819166819254,59.9429724277786,1.839662447257384,-2.0,0.5,5.5,2.156118143459916,1.6662446723146267,0.056,0.063,0.0591012658227848,3.81,4.03,3.90746835443038,0.025,0.03,0.0277848101265822,172.92,168.38164556962025,43.57,47.9,45.642784810126585,0.036,0.0399240506329113,50.0,13.277637130801688,10.07599864184587
1,1,0,0.125,0.11,0.0061,0.0052,0.0067,0.2774999999999999,0.23,248.0,62.4559665679931,60.005235473693006,0.7951807228915663,-44.0,0.5,7.0,3.27710843373494,2.4633437788648447,0.067,0.068,0.0676144578313253,4.38,5.2,4.696144578313253,0.031,0.032,0.0316144578313253,173.97,168.36265060240964,44.32,52.26,48.012891566265054,0.035,0.0377349397590361,50.0,19.83983935742972,14.702069883015035
1,1,0,0.1335,0.11,0.004725,0.0036,0.0067,0.2915,0.23,243.0,62.0971666336059,60.082793333544295,1.3442622950819672,-3.0,0.5,5.5,2.278688524590164,1.7177950029416045,0.052,0.063,0.056327868852459,4.17,4.21,4.194262295081967,0.025,0.031,0.028639344262295,175.54,169.03639344262294,42.78,45.98,44.71885245901639,0.036,0.0385901639344262,49.61,13.85545081967213,10.418095892155506
0,1,0,0.13,0.13,0.006,0.006,0.006,0.33,0.33,286.0,61.2449331283569,60.017465607681245,1.8461538461538465,-2.0,0.5,7.0,2.1083916083916083,1.8937939828855572,0.056,0.068,0.0584335664335664,4.28,4.44,4.320839160839161,0.025,0.031,0.0294685314685314,172.92,168.06153846153845,45.98,52.38,48.58832167832168,0.035,0.0394335664335664,50.03,13.796398601398602,12.49493342800929
0,1,0,0.13,0.1,0.0056,0.0049,0.006,0.3075,0.3,284.0,62.1231170654296,60.087773897343205,1.3719298245614036,-15.0,0.5,6.0,3.0543859649122806,1.81582152433906,0.062,0.08,0.0743298245614035,3.94,4.44,4.284350877192982,0.023,0.032,0.0285508771929824,179.47,172.525649122807,45.44,51.37,47.539719298245615,0.036,0.0385017543859649,50.06,19.022701754385967,11.587993121167676
1,1,0,0.165,0.16,0.0065,0.0065,0.0065,0.285,0.28,252.0,61.8562166849772,59.78308327169008,1.233201581027668,-3.0,0.5,8.0,2.7114624505928853,2.29987642774777,0.06,0.076,0.0615810276679841,4.37,4.68,4.474150197628458,0.028,0.032,0.0309723320158102,175.54,171.4183794466403,43.62,49.04,45.659762845849805,0.026,0.0368458498023715,50.0,16.786284584980237,13.694053063849118
0,1,0,0.1325,0.11,0.005425,0.0047,0.0058,0.2925,0.24,281.0,61.9836835225423,60.026989445792815,1.6370106761565837,-32.0,0.5,3.5,1.7811387900355873,1.0967322169374485,0.062,0.072,0.064932384341637,3.91,4.84,4.524199288256227,0.024,0.032,0.0301886120996441,172.92,164.93658362989325,44.86,51.98,48.18843416370107,0.038,0.0395622775800711,50.05,11.800106761565836,8.546951147463798
1,1,0,0.117,0.09,0.004765,0.004,0.0054,0.2745,0.25,264.0,61.8562166849772,59.79857678911013,1.1773584905660377,-3.0,0.5,8.0,3.026415094339623,2.6139305524639767,0.06,0.076,0.0625962264150943,4.37,4.68,4.483471698113207,0.028,0.032,0.0308075471698113,175.02,171.50547169811318,43.62,49.04,45.87452830188679,0.026,0.0360679245283018,50.04,18.493433962264152,15.473084227513302
1,1,0,0.155,0.13,0.0062749999999999,0.0056,0.0065,0.2774999999999999,0.25,240.0,62.0249499638875,59.91750845790735,1.3195020746887969,-33.0,0.5,4.5,2.0435684647302903,1.4857553229479108,0.05,0.063,0.0503526970954356,3.79,4.49,3.8556431535269713,0.025,0.03,0.0284854771784232,172.92,166.12954356846473,45.37,53.29,46.88070539419087,0.035,0.0389834024896265,50.03,13.035726141078838,9.205914787498786
0,1,0,0.13,0.11,0.0055499999999999,0.0042,0.0067,0.276,0.26,299.0,61.8562166849772,59.7964652489412,1.1166666666666667,-3.0,0.5,8.5,3.59,2.9241069299518863,0.06,0.076,0.06436,4.37,4.68,4.5064,0.028,0.032,0.0304633333333333,175.02,171.1358,43.62,50.3,46.38473333333334,0.026,0.03555,50.64,21.8222,17.340106790473254
0,1,0,0.16,0.16,0.006,0.006,0.006,0.29,0.29,292.0,62.1231170654296,60.07910602286669,1.4589041095890412,-15.0,0.5,6.0,3.1284246575342465,1.782343793941642,0.062,0.08,0.0752808219178082,3.94,4.44,4.320616438356165,0.023,0.032,0.0285958904109589,179.47,172.1931506849315,45.44,52.51,47.983801369863016,0.036,0.038472602739726,50.06,19.636917808219177,11.457618517064017
0,1,0,0.1625,0.16,0.0049,0.0037,0.0053,0.3025,0.28,314.0,61.1163668314615,60.01034773909638,2.2095238095238097,-2.0,0.5,7.0,2.2015873015873018,1.8480918084127516,0.056,0.068,0.0601269841269841,4.28,4.44,4.339936507936509,0.025,0.031,0.0287523809523809,171.87,167.86961904761904,45.98,52.38,48.942476190476185,0.035,0.0391682539682539,50.03,14.400857142857143,12.264349514270588
1,1,0,0.164,0.14,0.0049099999999999,0.0042,0.0052,0.299,0.26,252.0,62.1249835968017,59.53656879913669,1.5731225296442688,-2.0,0.5,6.0,2.66600790513834,1.898231913324254,0.054,0.065,0.0568102766798419,3.84,4.2,3.9321739130434783,0.024,0.029,0.0273201581027668,170.3,165.06047430830037,42.98,49.14,45.498260869565215,0.036,0.0384308300395256,50.02,16.85094861660079,12.262503656348182
1,1,0,0.155,0.14,0.0042,0.0037,0.0047,0.24,0.23,276.0,61.8562166849772,59.78846161827229,1.0036101083032491,-3.0,0.5,8.5,3.550541516245487,3.0092203831546387,0.06,0.076,0.063870036101083,4.37,4.68,4.491985559566787,0.028,0.032,0.0306281588447653,175.02,171.5581227436823,43.62,50.3,46.28440433212997,0.026,0.0353935018050541,50.64,21.495884476534293,17.794190807096555
1,1,0,0.143,0.08,0.005425,0.0047,0.0058,0.3075,0.23,248.0,62.0971666336059,60.09838502732134,1.7349397590361446,-4.0,0.5,6.5,2.403614457831325,1.7979454526647545,0.052,0.069,0.0563734939759036,4.17,4.39,4.226144578313253,0.025,0.031,0.0290481927710843,173.97,167.6290361445783,42.78,49.25,45.23228915662651,0.035,0.0381807228915662,49.98,15.160642570281125,11.479309349164936
1,1,0,0.133,0.11,0.00545,0.0052,0.0067,0.2985,0.24,251.0,61.0849332173665,60.02640759051831,1.7936507936507935,-2.0,0.5,7.0,1.5873015873015872,1.2546000856122193,0.056,0.068,0.0584761904761904,4.28,4.44,4.318095238095238,0.025,0.031,0.0295714285714285,171.87,168.05809523809523,45.98,52.38,48.59619047619047,0.037,0.0399523809523809,50.03,10.91373015873016,10.091985201799975
0,1,0,0.1625,0.16,0.004725,0.0037,0.006,0.29,0.28,286.0,62.0971666336059,60.08720022021796,2.024390243902439,-4.0,0.5,6.5,2.7578397212543555,1.9673203000609976,0.052,0.069,0.058170731707317,4.17,4.39,4.252439024390244,0.025,0.031,0.0285121951219512,173.97,166.99714285714285,42.78,49.25,45.0191637630662,0.035,0.0379407665505226,49.98,17.202857142857145,12.33064561078702
0,1,0,0.155,0.12,0.005225,0.0037,0.0065,0.3,0.28,307.0,62.5740000406901,59.54547806954343,1.62012987012987,-2.0,0.5,5.5,2.3376623376623376,1.6735955917816585,0.054,0.065,0.0584935064935065,3.84,4.2,3.987175324675325,0.024,0.029,0.0267272727272727,170.3,165.17055194805195,42.98,49.14,45.88922077922078,0.036,0.038512987012987,50.02,14.592207792207793,10.764476821172252
0,1,0,0.13,0.13,0.0052,0.0052,0.0052,0.27,0.27,308.0,62.0249499638875,59.88158926293084,1.7483870967741937,-33.0,0.5,6.0,2.4951612903225806,1.901066590369991,0.05,0.063,0.0546,3.79,4.49,4.055322580645162,0.025,0.03,0.0277096774193548,172.79,166.50348387096776,45.37,53.29,48.683290322580646,0.035,0.0384225806451612,50.03,15.496548387096777,11.774396638603305
1,1,0,0.12,0.08,0.004025,0.0037,0.0043,0.2975,0.25,259.0,61.9836835225423,60.00451941653052,1.7538461538461538,-32.0,0.5,3.5,1.7923076923076924,1.124978962282258,0.062,0.072,0.0634615384615384,3.91,4.84,4.405692307692307,0.024,0.032,0.0297846153846153,172.92,164.78138461538464,46.41,51.98,48.670153846153845,0.038,0.0396307692307692,50.05,12.073,8.738016097958697
1,1,0,0.1425,0.08,0.005385,0.0033,0.0067,0.282,0.23,248.0,61.6514996210734,59.24207440056612,1.7188755020080322,-2.0,0.5,5.5,2.7289156626506026,2.103138790257156,0.053,0.066,0.0553975903614457,4.07,4.62,4.244457831325302,0.022,0.029,0.0269156626506024,173.97,169.94867469879517,43.3,50.62,47.4766265060241,0.036,0.0385060240963855,50.05,16.848313253012048,13.120439744112854
0,1,0,0.09,0.08,0.0054,0.0054,0.0054,0.3375,0.33,299.0,61.6514996210734,59.36019338107419,1.48,-2.0,0.5,7.0,3.018333333333333,2.2230543081713394,0.053,0.066,0.0557066666666666,4.07,4.62,4.205633333333333,0.022,0.029,0.0260466666666666,173.97,169.7156,43.3,50.62,47.59196666666666,0.035,0.0379566666666666,50.05,18.47243333333333,13.54621048388816
0,1,0,0.125,0.08,0.0055249999999999,0.0042,0.0067,0.3035,0.26,287.0,62.0971666336059,60.08614333925644,2.3125,-4.0,0.5,6.5,2.833333333333333,1.932664388255411,0.052,0.069,0.058875,4.17,4.39,4.277361111111111,0.025,0.031,0.0285,173.97,167.261875,42.78,49.25,44.88618055555556,0.035,0.03775,49.98,17.51763888888889,11.947981794855131
1,1,0,0.13,0.11,0.00485,0.0043,0.0059,0.3175,0.24,256.0,61.8562166849772,59.94359975954148,1.143968871595331,-3.0,0.5,8.5,4.003891050583658,3.066958558667472,0.06,0.076,0.0651673151750972,4.37,4.68,4.477354085603113,0.028,0.032,0.0306459143968871,175.02,170.9990661478599,44.16,50.3,47.05190661478599,0.026,0.0347626459143968,50.64,24.158443579766537,18.11149725241795
1,1,0,0.1275,0.12,0.004525,0.0043,0.0046,0.325,0.22,225.0,60.9745667775472,60.01893283902898,1.8266666666666669,-2.0,0.5,4.5,1.7266666666666666,1.2946317733515689,0.056,0.068,0.0587555555555555,4.28,4.44,4.317688888888889,0.025,0.031,0.0295866666666666,171.87,167.98035555555558,45.98,52.38,48.91875555555555,0.036,0.0396622222222222,50.03,11.144977777777775,9.44922800722576
1,1,0,0.1574999999999999,0.15,0.0043,0.0033,0.0048,0.3075,0.29,240.0,62.0249499638875,59.87495207025641,1.879668049792531,-33.0,0.5,6.0,2.616182572614108,1.937295029982532,0.05,0.063,0.0539377593360995,3.79,4.49,4.002033195020747,0.025,0.03,0.0284854771784232,172.79,165.6096265560166,45.37,53.29,48.9002489626556,0.035,0.0383070539419087,50.03,16.41311203319502,11.964922267120231
1,1,0,0.115,0.08,0.0043749999999999,0.0042,0.0048,0.335,0.29,251.0,62.0819166819254,59.90357335891305,1.9523809523809523,-2.0,0.5,8.0,2.865079365079365,2.7166395183315264,0.056,0.068,0.06,3.81,4.24,3.9533333333333336,0.024,0.03,0.028,172.92,168.53285714285713,45.55,52.62,47.82333333333333,0.034,0.0384761904761904,50.03,17.453174603174602,16.086410644131384
0,1,0,0.13,0.12,0.004895,0.0039,0.0052,0.2885,0.27,263.0,61.1163668314615,60.01243187293797,2.0,-2.0,0.5,5.5,2.128787878787879,1.6587379096567256,0.056,0.068,0.0606363636363636,4.28,4.44,4.341818181818182,0.025,0.031,0.0286818181818181,172.79,167.84977272727275,45.98,52.38,49.095681818181816,0.036,0.0388181818181818,50.03,13.372121212121211,10.89629267055718
0,1,0,0.1175,0.08,0.0054749999999999,0.0054,0.0055,0.3175,0.31,291.0,62.0249499638875,59.9108912387985,1.8013698630136987,-33.0,0.5,6.0,2.719178082191781,2.04248063814108,0.05,0.063,0.0557876712328767,3.79,4.49,4.101643835616438,0.025,0.03,0.0277739726027397,172.79,166.01445205479453,45.37,53.29,49.14027397260274,0.035,0.0381506849315068,50.03,16.700479452054793,12.42455383157342
0,1,0,0.14,0.09,0.00548,0.0045,0.0065,0.28,0.28,285.0,61.1163668314615,60.00125928931148,2.0,-2.0,0.5,8.0,2.4473684210526314,1.8818167412346,0.056,0.068,0.0613052631578947,4.28,4.44,4.350736842105263,0.025,0.031,0.0283473684210526,173.05,168.2730526315789,45.98,52.38,48.97094736842105,0.034,0.0384842105263157,50.03,15.156736842105264,11.874395531726416
0,1,0,0.1099999999999999,0.1099999999999999,0.0063,0.0063,0.0063,0.26,0.26,295.0,62.0249499638875,59.91983538367103,1.8614864864864864,-33.0,0.5,6.0,2.783783783783784,2.033750949006195,0.05,0.063,0.0560168918918918,3.79,4.49,4.113986486486486,0.025,0.03,0.0276858108108108,172.79,165.96861486486486,45.37,53.29,49.19810810810811,0.035,0.0380945945945945,50.03,17.018175675675675,12.380124642025388
1,1,0,0.1435,0.14,0.0067,0.0067,0.0067,0.2755,0.23,256.0,61.6514996210734,59.25349357406815,1.6070038910505835,-2.0,0.5,7.0,3.147859922178988,2.1806870001908933,0.053,0.058,0.0550428015564202,4.07,4.25,4.176459143968872,0.022,0.029,0.0261400778210116,173.97,169.60622568093387,43.3,50.62,47.4815953307393,0.035,0.0377081712062256,50.05,19.03035019455253,13.28963192393829
1,1,0,0.1425,0.08,0.00455,0.0042,0.0048,0.35,0.29,248.0,62.1231170654296,60.09851528387826,1.5421686746987953,-15.0,0.5,5.5,2.77710843373494,1.7653468978210285,0.076,0.08,0.078441767068273,4.42,4.44,4.427791164658634,0.025,0.032,0.0292730923694779,179.47,172.26522088353414,45.44,54.43,48.774096385542165,0.036,0.0384738955823293,50.06,17.351485943775103,11.312387755672129
0,1,0,0.14,0.08,0.00435,0.0038,0.0054,0.2625,0.21,287.0,62.1231170654296,60.08583681727655,1.5778546712802768,-15.0,0.5,7.0,3.385813148788927,2.109199290138549,0.076,0.08,0.0779238754325259,4.42,4.44,4.4303806228373706,0.025,0.032,0.0283667820069204,179.47,171.82145328719724,45.44,54.43,49.414982698961936,0.035,0.0379757785467128,50.06,20.82809688581315,12.97566020763159
0,1,0,0.1405,0.13,0.00496,0.0042,0.0055,0.309,0.3,271.0,62.4559665679931,60.009456305794814,1.7728937728937728,-44.0,0.5,7.0,3.5,2.240174625546228,0.068,0.076,0.072014652014652,4.38,4.92,4.650989010989012,0.028,0.032,0.0299926739926739,173.58,165.8239194139194,47.58,53.82,51.291868131868135,0.035,0.0373479853479853,50.02,21.37150183150183,13.762393383175352
0,1,0,0.155,0.11,0.0061,0.0058,0.0062,0.2875,0.28,287.0,61.8562166849772,59.97702199156296,1.46875,-3.0,0.5,8.5,3.9635416666666665,2.757863124899321,0.06,0.076,0.0687222222222222,4.37,4.68,4.538993055555555,0.028,0.032,0.0298194444444444,175.16,170.88083333333333,44.16,50.3,47.59822916666666,0.026,0.0352569444444444,50.64,23.93899305555556,16.38972810891848
1,1,0,0.1325,0.12,0.0046,0.004,0.0051,0.2975,0.28,227.0,61.6514996210734,59.16095409655144,1.5263157894736843,-2.0,0.5,5.5,3.1842105263157894,2.1581350632150293,0.053,0.058,0.0551929824561403,4.07,4.25,4.171052631578948,0.022,0.029,0.0259298245614035,172.53,169.57999999999998,43.3,50.62,47.28578947368421,0.035,0.0376315789473684,50.05,19.631271929824564,13.273930717803932
0,1,0,0.14,0.11,0.0059999999999999,0.0058,0.0062,0.295,0.28,281.0,62.1231170654296,60.08785382673143,1.622775800711744,-15.0,0.5,7.0,3.368327402135231,2.141534925067101,0.076,0.08,0.0778078291814946,4.42,4.44,4.430960854092527,0.025,0.032,0.0281637010676156,179.47,171.94120996441282,45.44,54.43,49.58238434163701,0.035,0.0379893238434163,50.06,20.79231316725979,13.200209413441852
1,1,0,0.16,0.14,0.00485,0.0046,0.0051,0.29,0.28,227.0,61.9472335179646,59.92105045657003,1.6666666666666667,-1.0,0.5,8.0,2.780701754385965,2.726953963576993,0.056,0.068,0.0616842105263157,3.81,4.24,4.013684210526316,0.024,0.03,0.0271578947368421,172.92,169.25578947368422,45.59,52.62,48.444736842105264,0.034,0.0382631578947368,50.03,16.892412280701752,16.27458524793401
1,1,0,0.1435,0.11,0.00454,0.004,0.0063,0.302,0.26,240.0,61.6514996210734,59.20482282371828,1.3651452282157677,-2.0,0.5,7.0,3.506224066390041,2.360473702371002,0.053,0.058,0.0555103734439834,4.07,4.25,4.1596265560165975,0.022,0.029,0.0254854771784232,172.53,169.4919917012448,43.3,50.62,47.38568464730291,0.035,0.037402489626556,50.05,21.30734439834025,14.2452347149867
0,1,0,0.15,0.14,0.004425,0.0041,0.0053,0.3425,0.32,277.0,62.4559665679931,60.040743266511335,2.158273381294964,-44.0,0.5,5.5,3.4424460431654675,2.1081577297070626,0.068,0.076,0.0727769784172661,4.38,4.92,4.702446043165468,0.028,0.032,0.0296115107913669,173.84,166.09237410071944,47.58,53.82,51.80517985611511,0.036,0.0373525179856115,50.02,20.905,12.88997183188213
0,1,0,0.125,0.12,0.0055249999999999,0.0054,0.0059,0.275,0.26,305.0,62.5740000406901,59.10261673985232,1.803921568627451,-2.0,0.5,6.5,2.866013071895425,2.098404183626537,0.054,0.065,0.0609738562091503,3.84,4.2,4.048692810457517,0.024,0.029,0.026,170.42,165.4611111111111,44.69,49.14,46.40143790849673,0.035,0.0379477124183006,50.02,17.22977124183007,12.69191924201611
0,1,0,0.14,0.12,0.0040999999999999,0.0035,0.0047,0.3,0.23,258.0,62.1231170654296,60.08811528389537,1.6447876447876448,-15.0,0.5,7.0,3.306949806949807,2.2137234849938983,0.076,0.08,0.0776370656370656,4.42,4.44,4.4318146718146725,0.025,0.032,0.0278648648648648,179.47,172.20752895752895,45.44,54.43,49.90293436293437,0.035,0.038023166023166,50.06,20.444749034749037,13.660798502699103
1,1,0,0.1349999999999999,0.09,0.0053,0.005,0.0054,0.285,0.28,256.0,62.5740000406901,59.2858861472471,2.147859922178988,-2.0,0.5,5.5,2.445525291828794,1.9316821463162324,0.054,0.065,0.0605486381322957,3.84,4.2,4.05431906614786,0.024,0.029,0.0260233463035019,170.42,164.73408560311282,44.69,49.14,46.67225680933852,0.036,0.0382140077821011,50.02,14.88295719844358,11.993647594750614
0,1,0,0.1225,0.09,0.0050199999999999,0.0045,0.0053,0.28,0.28,232.0,62.0971666336059,60.08940431920725,2.431034482758621,-4.0,0.5,6.5,2.8189655172413794,1.861429595051591,0.052,0.069,0.0614525862068965,4.21,4.39,4.310086206896552,0.025,0.031,0.0276637931034482,172.26,166.73452586206898,42.78,49.25,44.6978448275862,0.035,0.0378189655172413,49.98,17.435948275862067,11.699055386328332
1,1,0,0.1425,0.09,0.0055249999999999,0.005,0.0057,0.2775,0.27,224.0,61.7819666544596,59.91384566377586,1.3733333333333333,-1.0,0.5,8.0,2.851111111111111,2.780080791334886,0.056,0.068,0.06288,3.81,4.24,4.056533333333333,0.024,0.03,0.02656,172.92,169.06053333333335,45.59,52.62,48.71826666666667,0.034,0.0381333333333333,50.03,17.196755555555555,16.507710364558697
0,1,0,0.1199999999999999,0.1199999999999999,0.00585,0.0054,0.006,0.25,0.24,304.0,61.8562166849772,59.98090329555949,1.4688524590163934,-2.0,0.5,8.5,3.536065573770492,2.6990515382652944,0.06,0.076,0.0711245901639344,4.37,4.88,4.6193442622950815,0.028,0.032,0.0294885245901639,175.16,170.79291803278687,45.15,50.3,48.06370491803279,0.026,0.0362032786885245,50.64,21.487245901639344,15.930908398142002
0,1,0,0.125,0.12,0.0061249999999999,0.0059,0.0062,0.2525,0.25,283.0,62.2349501927693,60.02692224821112,2.175438596491228,-44.0,0.5,5.5,3.1385964912280704,2.235891162564206,0.068,0.076,0.0728175438596491,4.38,4.92,4.722736842105263,0.028,0.032,0.0292350877192982,177.92,166.76322807017542,48.31,53.82,51.8118596491228,0.036,0.0378456140350877,50.02,19.370491228070176,13.621888600837252
0,1,0,0.1199999999999999,0.1199999999999999,0.00605,0.006,0.0062,0.2424999999999999,0.24,302.0,62.2349501927693,60.00211023129485,2.3125,-44.0,0.5,5.5,2.9078947368421053,2.2700671342855974,0.068,0.076,0.0725953947368421,4.38,4.92,4.720263157894737,0.028,0.032,0.0290921052631578,177.92,167.55756578947367,48.26,53.82,51.806447368421054,0.036,0.0381875,50.02,17.955953947368425,13.864537606692014
1,1,0,0.155,0.15,0.0051849999999999,0.0043,0.0062,0.321,0.28,248.0,62.5740000406901,59.10406354799396,2.0240963855421685,-2.0,0.5,5.5,2.4759036144578315,1.979588811253516,0.054,0.065,0.0614658634538152,3.84,4.2,4.083413654618473,0.024,0.029,0.0256144578313253,170.42,164.90518072289157,44.69,49.14,46.59939759036145,0.035,0.03814859437751,50.02,15.109196787148594,12.298899904803546
1,1,0,0.15,0.13,0.00575,0.0051,0.0067,0.285,0.24,251.0,61.650299835205,59.941666992178526,1.1314741035856577,-2.0,0.5,8.5,3.683266932270916,2.822459722380845,0.06,0.076,0.0709482071713147,4.37,4.88,4.585617529880478,0.028,0.032,0.0292908366533864,175.16,171.19282868525897,45.15,50.3,48.26713147410359,0.026,0.0351713147410358,50.64,22.21964143426295,16.732022623428296
0,1,0,0.135,0.12,0.005775,0.0054,0.0059,0.265,0.26,263.0,62.1041835149129,60.05034004307996,2.215909090909091,-4.0,0.5,6.5,3.037878787878788,1.9534713297620536,0.052,0.069,0.0635265151515151,4.13,4.39,4.319393939393939,0.025,0.031,0.0267954545454545,174.11,167.6620075757576,42.45,49.25,44.67511363636363,0.035,0.0377651515151515,49.98,18.896742424242422,12.11170834695467
1,1,0,0.1225,0.09,0.004775,0.004,0.0051,0.2825,0.26,272.0,61.7819666544596,59.94694188263373,0.978021978021978,-33.0,0.5,8.0,3.4450549450549453,2.616531033201256,0.056,0.078,0.066043956043956,3.81,4.25,4.127802197802199,0.024,0.03,0.026065934065934,172.26,169.03736263736263,45.59,52.62,49.61252747252747,0.034,0.0375054945054945,50.03,20.898021978021976,15.440404612653657
0,1,0,0.1325,0.1,0.0051049999999999,0.0049,0.0055,0.2785,0.23,286.0,61.4633666356404,59.82378292936051,2.292682926829268,-33.0,0.5,7.0,3.5958188153310107,2.139876951055535,0.05,0.064,0.0604390243902439,3.79,4.49,4.310905923344948,0.025,0.03,0.0268710801393728,175.42,168.58564459930315,45.37,53.29,50.4888850174216,0.032,0.037383275261324,50.03,21.82243902439025,12.80579044243403
0,1,0,0.155,0.15,0.00595,0.0055,0.0061,0.295,0.28,308.0,62.1231170654296,60.037790643764055,1.656957928802589,-15.0,0.5,7.0,2.736245954692557,2.227159717407431,0.073,0.08,0.0759449838187702,4.42,4.59,4.476537216828479,0.025,0.032,0.0265825242718446,179.47,170.94779935275082,47.14,54.43,50.68381877022654,0.035,0.0387443365695792,50.06,17.06822006472492,13.88435458856568
