Cykl_1,HMG,HL,Kondensat [m3]_amax,Kondensat [m3]_std,NaCl [kg]_mean,Sklad_Sb_amin,Sklad_Sb_amax,Sklad_Sb_mean,Sklad_Fe_amax,Sklad_Fe_mean,Sklad_H2SO4_mean,Sklad_Cu_amax,Sklad_Cu_mean,Sklad_Cl_amin,Tiomocznik_mean,NaCl_amin,NaCl_amax,NaCl_mean,NaCl_std
1,1,0,66.0,17.338171806494245,3.9885057471264367,0.19,0.24,0.2013793103448276,0.092,0.0907126436781609,167.23793103448276,53.42,51.59425287356322,0.033,19.40030651340996,2.99,47.73,23.349272030651345,16.335727828866137
1,1,0,60.0,20.77102639473036,2.883093525179856,0.19,0.2,0.1963669064748201,0.09,0.089273381294964,173.44561151079137,48.47,45.92345323741007,0.034,21.69863309352518,2.95,47.63,16.898561151079136,14.818882288839154
0,1,0,64.0,27.09373855623633,2.4471698113207547,0.2,0.23,0.2042641509433962,0.094,0.093366037735849,166.912,54.0,48.91037735849056,0.035,19.400716981132074,2.96,41.75,14.440716981132075,14.289556443347957
1,1,0,66.0,13.56316798140094,3.8840579710144927,0.19,0.22,0.2017391304347826,0.092,0.0907826086956521,166.66652173913045,53.14,51.29869565217391,0.033,19.400797101449275,2.99,47.73,22.633260869565216,16.214649567622185
1,1,0,64.0,26.463486223892843,4.253012048192771,0.19,0.2,0.1967469879518072,0.084,0.0826987951807229,166.29999999999998,51.28,48.13060240963856,0.033,27.099156626506023,2.96,47.66,25.12730923694779,13.94849611751307
0,1,0,60.0,23.7047675874436,2.488294314381271,0.17,0.19,0.1808361204013377,0.086,0.0841672240802675,165.9852508361204,50.19,47.02749163879599,0.035,22.0005016722408,2.94,41.73,14.737759197324417,14.044313521044376
0,1,0,66.0,25.79231087412462,1.858736059479554,0.19,0.19,0.19,0.089,0.0865687732342007,168.8802973977695,52.87,50.19970260223048,0.034,21.909405204460967,2.96,41.73,10.986951672862451,10.362994600545704
1,1,0,60.0,22.22381995379092,3.3855421686746987,0.18,0.21,0.1983132530120481,0.09,0.0861044176706827,168.02530120481927,48.83,46.371606425702815,0.033,22.00036144578313,2.99,47.67,19.345542168674697,14.141380788739337
1,1,0,60.0,23.79357869997236,1.608695652173913,0.18,0.22,0.2020289855072463,0.095,0.089159420289855,164.78840579710143,53.58,49.58695652173913,0.037,22.00036231884058,2.95,26.85,9.636666666666668,8.692755172259737
1,1,0,60.0,20.61715351339991,3.126953125,0.19,0.2,0.1958984375,0.09,0.0891796875,173.3539453125,48.47,45.9969140625,0.034,21.6987109375,2.95,47.63,18.4066015625,14.751176775039616
0,1,0,60.0,25.10276180482125,3.7022900763358777,0.19,0.2,0.1953053435114503,0.084,0.0821221374045801,166.72893129770995,51.28,48.01774809160305,0.033,27.09793893129771,2.96,47.66,22.09240458015267,14.395003068875292
0,1,0,62.0,24.964336816462676,1.3958333333333333,0.18,0.19,0.1851136363636363,0.089,0.0855795454545454,167.51113636363638,53.46,48.278068181818185,0.034,21.996666666666663,2.96,35.75,8.628333333333334,10.954121620724422
0,1,0,64.0,28.64182914301781,2.5689655172413794,0.2,0.21,0.2049808429118774,0.094,0.0934980842911877,167.18643678160922,54.0,48.490842911877394,0.035,19.39463601532567,2.73,41.75,14.721724137931034,14.319453675136376
1,1,0,60.0,25.6095529688566,2.132530120481928,0.19,0.19,0.19,0.081,0.0800281124497992,167.14048192771085,52.1,47.24550200803213,0.035,19.918353413654614,0.38,41.74,12.548032128514055,12.681595556945163
0,1,0,60.0,24.650235376731096,2.2086466165413534,0.17,0.19,0.1795488721804511,0.086,0.0839097744360902,166.31721804511278,50.19,47.14334586466165,0.036,21.999736842105264,2.94,41.73,12.98154135338346,12.350145559916031
1,1,0,62.0,23.258242594950676,1.1135458167330676,0.18,0.19,0.1847808764940239,0.089,0.0853466135458167,167.60924302788845,53.46,48.19844621513944,0.037,21.996494023904383,2.96,35.73,6.965816733067729,8.929967190884799
1,1,0,60.0,15.743712840260056,3.4150943396226414,0.19,0.2,0.1945283018867924,0.09,0.0889056603773584,172.107358490566,48.47,45.95886792452831,0.034,21.69890566037736,2.95,47.63,20.13264150943396,13.392182951562411
0,1,0,62.0,24.035862533868748,1.105072463768116,0.18,0.19,0.1841304347826087,0.089,0.084891304347826,167.45717391304348,53.46,47.93195652173913,0.037,21.99699275362319,2.96,29.84,6.5536956521739125,7.865531024189668
0,1,0,40.0,14.273875624694192,3.3772563176895307,0.19,0.2,0.194043321299639,0.09,0.0888086642599278,172.25187725631767,48.47,46.01870036101083,0.034,21.699025270758124,2.95,47.63,19.992346570397117,13.027738380077473
0,1,0,60.0,24.573056562965228,1.4588235294117646,0.18,0.22,0.1967843137254901,0.095,0.0874549019607843,164.92466666666667,51.83,49.15156862745098,0.037,22.00050980392157,2.95,26.85,8.628470588235295,8.422722057879449
1,1,0,60.0,20.73588411577204,3.2286324786324787,0.18,0.21,0.1934615384615384,0.09,0.0844871794871794,167.95589743589744,48.83,46.0448717948718,0.036,22.000982905982905,2.99,35.74,18.280512820512826,12.572156601963655
1,1,0,64.0,27.7628926828011,2.727626459143969,0.2,0.21,0.2059533073929961,0.094,0.0935953307392996,167.56420233463035,54.0,47.98918287937743,0.035,19.395330739299613,2.73,41.75,16.016498054474706,14.360527993460847
0,1,0,60.0,25.03506010295956,4.223484848484849,0.19,0.2,0.1939015151515151,0.084,0.081560606060606,167.9593181818182,51.28,48.17234848484848,0.033,27.097992424242424,2.96,47.66,25.074242424242424,15.500352559278117
1,1,0,60.0,21.53692729563667,2.4338842975206614,0.17,0.19,0.1777685950413223,0.086,0.0835537190082644,166.55636363636364,50.19,47.2297520661157,0.036,21.999586776859505,2.94,41.73,14.302561983471076,12.34343204181199
1,1,0,60.0,22.721866193556004,1.9109311740890689,0.19,0.19,0.19,0.089,0.0852348178137651,169.6841295546559,52.04,49.394331983805664,0.034,21.901336032388663,2.96,32.73,11.18412955465587,9.58615413865953
0,1,0,60.0,24.214970336042807,1.2265917602996257,0.18,0.22,0.1939325842696629,0.095,0.0866104868913857,165.46883895131086,51.83,48.95970037453184,0.037,22.00033707865169,2.95,26.85,7.290374531835206,7.474384869840915
0,1,0,60.0,23.472055677503068,1.1962457337883958,0.18,0.22,0.1932764505119454,0.095,0.0866621160409556,165.65320819112628,51.83,49.014266211604095,0.037,22.00051194539249,2.95,26.85,7.14716723549488,7.153724853300627
0,1,0,60.0,18.90940538841892,2.906015037593985,0.17,0.21,0.188796992481203,0.09,0.0834586466165413,167.82206766917292,48.83,45.41484962406015,0.036,22.000563909774435,2.98,35.74,16.7787969924812,12.47310755714939
1,1,0,60.0,23.88150889619326,2.3734939759036147,0.16,0.19,0.1898795180722891,0.081,0.0796305220883534,166.90506024096385,52.1,46.970281124498,0.035,19.91859437751004,2.2,41.74,13.93461847389558,12.336605932038172
0,1,0,60.0,21.48235595021275,2.3780918727915195,0.16,0.19,0.1862897526501766,0.089,0.0835830388692579,169.01537102473495,52.04,49.1295406360424,0.034,21.91388692579505,2.96,32.74,14.158833922261485,10.953592129997109
1,1,0,62.0,26.04399405920714,1.2655601659751037,0.16,0.19,0.1829045643153526,0.089,0.0840622406639004,168.89435684647304,53.46,48.038381742738586,0.037,21.99668049792531,2.96,29.84,7.502365145228215,8.457326644165603
1,1,0,40.0,13.67355846785508,3.7540983606557377,0.19,0.21,0.1932786885245901,0.098,0.0887540983606557,172.56491803278686,49.27,46.29655737704918,0.034,21.6988524590164,5.98,47.63,22.22418032786885,12.293014600469167
0,1,0,62.0,25.946986509986395,1.2470817120622568,0.16,0.19,0.1808949416342412,0.089,0.0832256809338521,168.6008560311284,53.46,47.7643579766537,0.037,21.99692607003891,2.96,29.84,7.545719844357976,8.367874368826065
0,1,0,30.0,12.543546091695315,3.56140350877193,0.19,0.22,0.2114035087719298,0.094,0.0919228070175438,166.6060350877193,53.14,51.21582456140351,0.033,19.39838596491228,2.99,47.73,21.103052631578947,14.285264352487832
0,1,0,60.0,17.078071220286155,2.6365313653136533,0.17,0.21,0.184760147601476,0.09,0.0831365313653136,167.8419926199262,47.42,45.32180811808118,0.036,22.00036900369004,2.98,35.74,15.805129151291512,12.317595419874074
1,1,0,60.0,24.46079778610965,4.105263157894737,0.19,0.2,0.1924561403508772,0.093,0.0812105263157894,167.8035087719298,51.28,47.94701754385965,0.034,27.09745614035088,2.96,47.66,24.38561403508772,16.467866402493513
1,1,0,60.0,24.92341553744349,2.3373493975903616,0.18,0.18,0.18,0.088,0.0850763052208835,172.18787148594376,51.72,48.87497991967872,0.035,21.99875502008032,2.96,35.73,13.723935742971886,9.837426587620463
0,1,0,62.0,26.517461065495876,1.35,0.16,0.19,0.1767,0.089,0.0814866666666666,169.18123333333335,53.46,47.14203333333334,0.037,21.99416666666667,2.94,29.84,7.957866666666667,8.286194876660954
1,1,0,60.0,22.039176509226014,2.47,0.16,0.19,0.1860399999999999,0.089,0.082988,169.57211999999998,52.04,49.02888,0.034,21.90232,2.96,32.74,14.74776,11.336855797791545
1,1,0,60.0,24.663933560326186,1.2301587301587302,0.18,0.22,0.189047619047619,0.095,0.0853333333333333,167.6185714285714,51.83,48.90857142857143,0.037,22.000079365079365,2.95,26.85,7.376388888888888,7.59912985527463
0,1,0,60.0,15.234637675185622,3.260942760942761,0.19,0.22,0.2127609427609427,0.094,0.0922895622895623,167.79811447811448,53.14,51.02565656565657,0.035,19.398282828282827,2.99,41.72,19.192861952861957,12.06376068434391
0,1,0,60.0,17.67921326511186,2.4760956175298805,0.17,0.21,0.1830677290836653,0.09,0.0826215139442231,168.0791235059761,47.42,45.29318725099602,0.036,21.9999203187251,2.98,35.74,14.86597609561753,12.099763408572342
0,1,0,60.0,17.135484024073484,2.511152416356877,0.17,0.21,0.181449814126394,0.09,0.0827732342007434,168.23635687732343,48.94,45.5485501858736,0.036,21.999925650557618,2.98,35.74,14.999776951672862,12.279691763265488
1,1,0,60.0,20.537760011792905,2.572052401746725,0.16,0.19,0.1862008733624454,0.089,0.0826986899563318,169.83724890829697,52.04,48.848995633187776,0.034,21.999694323144105,2.96,32.73,15.07292576419214,11.545668615146578
0,1,0,60.0,24.62979583569425,3.879003558718861,0.19,0.2,0.1911032028469751,0.093,0.0842348754448398,168.44804270462637,49.82,47.80007117437722,0.033,27.099750889679715,2.96,47.66,22.91590747330961,16.118149773469028
1,1,0,60.0,24.87239709762172,2.3292682926829267,0.18,0.18,0.18,0.088,0.0858943089430894,171.9949593495935,51.72,48.746016260162605,0.035,21.998577235772355,2.96,35.73,13.790284552845527,9.826173685949891
1,1,0,60.0,19.19592696034297,2.5060240963855422,0.16,0.19,0.1831325301204819,0.089,0.0815180722891566,169.52313253012048,51.72,48.54963855421687,0.034,21.886987951807228,0.07,32.74,14.861164658634538,11.442784062711429
0,1,0,62.0,24.213599023498457,3.469283276450512,0.15,0.19,0.1640614334470989,0.086,0.0815358361774744,169.18064846416382,50.19,45.99259385665529,0.036,21.970307167235497,2.95,41.73,20.337610921501707,11.537418357455396
0,1,0,60.0,18.09355521661623,3.0454545454545454,0.19,0.22,0.2145791245791245,0.094,0.0926531986531986,168.6904377104377,53.14,50.649696969696976,0.035,19.37494949494949,2.99,41.72,18.035286195286197,12.014197232333512
0,1,0,60.0,19.668286517800645,3.290322580645161,0.19,0.21,0.1975627240143369,0.098,0.0916630824372759,170.491146953405,49.27,46.00379928315412,0.036,21.67304659498208,2.94,41.75,19.391397849462365,10.382685807908794
1,1,0,60.0,20.02240632796772,0.8473451327433629,0.18,0.22,0.1837610619469026,0.095,0.0838185840707964,168.3788495575221,52.12,48.75442477876106,0.038,22.00048672566372,2.95,17.94,5.084557522123894,4.486923819154804
1,1,0,62.0,25.339915420129007,3.401639344262295,0.15,0.17,0.1637704918032786,0.082,0.0813770491803278,170.2344262295082,50.19,46.38344262295082,0.036,21.99790983606557,2.95,41.73,20.015286885245903,10.58810740575844
1,1,0,60.0,22.434644035777524,2.674698795180723,0.18,0.18,0.18,0.088,0.0866506024096385,171.6377108433735,49.92,48.441807228915664,0.034,21.9962248995984,2.96,47.61,15.693574297188754,11.67809990601299
0,1,0,60.0,18.047232235501543,2.7906976744186047,0.21,0.22,0.2154152823920266,0.094,0.0929169435215946,169.04697674418605,52.43,50.32202657807309,0.035,19.374285714285715,2.99,41.72,16.59375415282392,12.595103315416848
0,1,0,60.0,20.121673965849663,2.889610389610389,0.19,0.21,0.1996753246753246,0.098,0.0928376623376623,170.6109090909091,49.27,45.78629870129871,0.036,21.72146103896104,2.94,41.75,17.410909090909094,11.003752505551688
0,1,0,60.0,21.644478131840284,3.8030888030888033,0.19,0.19,0.19,0.093,0.085019305019305,169.30401544401545,50.6,47.73471042471043,0.033,27.063590733590736,2.96,47.64,22.46718146718147,15.919148510894146
1,1,0,60.0,20.42748644734684,2.9292035398230087,0.19,0.21,0.1963716814159292,0.098,0.0911858407079646,170.7221238938053,49.27,46.102123893805306,0.036,21.69756637168141,2.94,41.74,17.647477876106194,9.186631316426755
1,1,0,60.0,25.166174712331948,2.9031007751937983,0.19,0.21,0.201860465116279,0.094,0.0927790697674418,170.65360465116282,54.0,46.733953488372094,0.033,19.370503875968996,2.73,47.66,17.273255813953487,16.486820920559556
1,1,0,62.0,24.8646171045007,3.4798387096774195,0.15,0.17,0.1621774193548387,0.082,0.0812177419354838,169.90302419354842,50.19,45.807903225806456,0.036,21.99786290322581,2.95,41.71,20.631330645161288,10.086716454302774
0,1,0,60.0,23.562636910350157,2.9838709677419355,0.16,0.19,0.1768145161290322,0.079,0.0776814516129032,167.01875,52.1,47.08383064516129,0.036,19.891774193548382,5.95,35.77,17.866895161290323,11.155589022293194
0,1,0,60.0,21.726818418454712,2.952380952380953,0.18,0.18,0.18,0.088,0.0869206349206349,171.11825396825398,49.92,48.29698412698413,0.034,21.97079365079365,2.96,47.63,17.43261904761905,13.874124712555966
0,1,0,60.0,23.57554871843949,3.6184210526315783,0.19,0.19,0.19,0.093,0.0865977443609022,170.55635338345863,50.6,48.0096992481203,0.033,27.061691729323307,2.96,47.64,21.739473684210527,15.62934771225676
1,1,0,50.0,20.92467145335705,3.3580786026200875,0.16,0.19,0.1768995633187773,0.083,0.0790698689956331,168.85532751091705,51.72,47.64340611353712,0.034,21.84419213973799,0.07,35.75,19.781091703056767,11.983690749447591
1,1,0,60.0,21.618599997438803,3.0847457627118646,0.16,0.19,0.1762711864406779,0.079,0.0776271186440678,167.24338983050848,52.1,46.84084745762712,0.036,19.796737288135592,5.95,35.77,18.470338983050848,11.10154023679968
1,1,0,60.0,19.381239977466805,2.8114754098360657,0.19,0.21,0.1998360655737704,0.094,0.0924754098360655,171.54491803278688,49.2,46.4083606557377,0.033,19.36975409836065,2.73,47.66,16.609139344262296,15.51545767382451
1,1,0,60.0,23.93867510901769,3.765560165975104,0.19,0.19,0.19,0.093,0.0865269709543568,170.801867219917,50.6,48.038423236514525,0.033,27.059460580912862,2.96,47.64,22.2796265560166,15.948458816135131
1,1,0,60.0,18.893705606730105,2.9365079365079363,0.16,0.19,0.1742857142857143,0.079,0.0774285714285714,167.31190476190474,49.62,46.92095238095238,0.036,19.669880952380957,2.98,35.77,17.618333333333332,11.23650739359764
0,1,0,60.0,18.002639323844566,2.565934065934066,0.19,0.21,0.1982051282051282,0.094,0.0922307692307692,171.3194871794872,49.36,46.755164835164834,0.033,19.37289377289377,2.73,47.66,15.258168498168496,15.205637848132609
0,1,0,60.0,17.461774894930453,2.817829457364341,0.16,0.19,0.1730232558139535,0.079,0.0773023255813953,167.13023255813954,49.62,47.00604651162791,0.036,19.545465116279072,2.97,35.77,17.084883720930232,11.459137357356068
0,1,0,60.0,18.27985900005419,2.5,0.21,0.22,0.2139338235294117,0.094,0.0932132352941176,169.8276838235294,52.14,49.94713235294118,0.035,19.371470588235294,2.99,38.72,14.806838235294116,10.6983331254814
1,1,0,62.0,26.365298358428607,1.8153846153846156,0.16,0.18,0.168,0.082,0.0778,169.2861538461539,53.46,45.39830769230769,0.035,21.96530769230769,2.94,32.72,10.677346153846154,9.690971372083458
0,1,0,60.0,17.75123026924648,2.537542662116041,0.21,0.22,0.2142662116040955,0.11,0.0944368600682593,170.38935153583617,52.75,50.13266211604096,0.035,19.351945392491466,2.99,38.72,14.9879180887372,10.46020626810723
1,1,0,50.0,19.434971085236416,3.161290322580645,0.16,0.19,0.1724596774193548,0.083,0.0777379032258064,168.5856451612903,51.72,46.75233870967742,0.034,21.85258064516129,0.07,35.75,18.885241935483872,12.214335406190322
1,1,0,60.0,22.96380288177638,4.035714285714286,0.19,0.19,0.19,0.093,0.0874866071428571,171.27316964285714,50.6,47.95116071428571,0.033,27.05424107142857,2.96,47.64,24.089017857142856,15.660302012437558
0,1,0,64.0,23.912728151326807,2.8448275862068964,0.18,0.2,0.1801532567049808,0.098,0.0873793103448275,168.9544827586207,49.72,47.88283524904215,0.034,21.969310344827587,2.96,47.63,17.147969348659004,14.688234750689563
1,1,0,64.0,24.36699105316916,3.0081967213114758,0.18,0.18,0.18,0.088,0.0872540983606557,169.25848360655738,49.72,48.07168032786885,0.034,21.96991803278689,2.96,47.63,18.133729508196723,14.692080662100828
0,1,0,60.0,18.39058854515745,2.78021978021978,0.19,0.22,0.1983150183150183,0.11,0.0931501831501831,172.2484249084249,50.22,47.022930402930406,0.033,19.353516483516483,2.73,47.66,16.443553113553115,15.242616565256792
0,1,0,63.0,25.133645847943168,3.7767857142857135,0.19,0.19,0.19,0.093,0.0890428571428571,169.89214285714286,50.6,47.52807142857143,0.033,27.06342857142857,2.95,47.64,22.485035714285715,15.229992033694248
1,1,0,60.0,20.374422393625537,2.631578947368421,0.17,0.18,0.1735087719298245,0.086,0.0838947368421052,166.7680701754386,48.94,45.12684210526316,0.034,21.96241228070176,2.98,47.65,15.934035087719298,14.759795297178837
0,1,0,60.0,17.891499601567315,2.70863309352518,0.21,0.22,0.2139568345323741,0.11,0.0951510791366906,171.01942446043165,52.75,50.18424460431655,0.035,19.339784172661872,2.99,38.72,15.987014388489207,10.44168793876845
1,1,0,60.0,19.11800003429238,2.840248962655602,0.19,0.22,0.1960995850622406,0.11,0.0919751037344398,171.93751037344398,50.22,46.933692946058095,0.033,19.36721991701245,2.73,47.66,16.88564315352697,15.470907472482994
1,1,0,64.0,20.019213299541452,2.432098765432099,0.16,0.19,0.1689300411522634,0.085,0.0770246913580246,166.58213991769546,49.62,46.873497942386834,0.036,18.85012345679012,2.95,35.77,14.841152263374486,11.166145941896351
0,1,0,50.0,15.661550950892568,3.375,0.17,0.2,0.1772142857142857,0.096,0.0861714285714285,167.6342857142857,48.94,44.68071428571429,0.034,21.921178571428573,2.98,47.68,20.084321428571428,16.293355097291073
0,1,0,60.0,23.00249680877601,2.392,0.19,0.21,0.20488,0.098,0.095368,170.008,49.27,45.29768,0.036,21.75164,2.94,35.74,14.36768,9.85825624959764
0,1,0,60.0,23.579304943986724,2.30944055944056,0.19,0.21,0.2058741258741258,0.098,0.0957307692307692,169.57118881118882,49.27,44.99762237762238,0.036,21.745139860139854,2.94,35.74,13.907622377622378,10.071594480503476
1,1,0,64.0,24.873594719817127,3.22,0.18,0.2,0.1800888888888888,0.098,0.0875466666666666,169.18115555555556,49.72,48.15871111111112,0.034,21.96591111111111,2.96,47.63,19.340622222222223,14.658066056065111
0,1,0,60.0,18.31495934609348,2.847169811320754,0.21,0.22,0.2136603773584905,0.11,0.0960528301886792,171.3051320754717,52.75,50.34924528301887,0.035,19.32381132075472,2.99,38.72,16.924415094339622,10.620345350192109
1,1,0,62.0,22.42753199216534,3.361233480176212,0.15,0.18,0.155374449339207,0.09,0.0806607929515418,168.52286343612334,48.49,43.75660792951542,0.036,21.95647577092511,2.94,35.76,20.386079295154182,11.129639295289037
1,1,0,62.0,23.172743324106403,2.7791164658634537,0.16,0.18,0.1665060240963855,0.082,0.0764819277108433,170.12036144578315,46.44,44.84867469879518,0.034,21.92510040160643,2.94,47.66,16.262369477911648,14.57203614832522
1,1,0,60.0,11.020141316895687,3.24375,0.19,0.22,0.1970416666666666,0.11,0.0935666666666666,172.90645833333335,50.76,47.21533333333333,0.033,19.34333333333333,2.73,47.66,19.18570833333333,15.226174760015216
0,1,0,64.0,17.948347120626984,2.7928571428571427,0.16,0.19,0.1670714285714285,0.085,0.0786785714285714,166.7767142857143,49.62,46.691678571428575,0.036,18.20082142857143,2.95,35.77,16.798535714285716,11.368711937147108
0,1,0,60.0,22.45200801916533,2.4461538461538463,0.16,0.19,0.1824615384615384,0.088,0.087076923076923,164.304,52.12,45.93584615384615,0.034,21.90942307692308,2.94,47.66,14.647384615384617,14.475853736339747
0,1,0,50.0,17.678476654917528,3.371186440677966,0.17,0.2,0.1806101694915254,0.096,0.0884610169491525,168.39125423728814,48.94,44.91003389830509,0.034,21.876203389830508,2.98,47.68,20.110881355932204,16.10987705342135
1,1,0,64.0,22.93260538611889,3.2074235807860263,0.18,0.2,0.182532751091703,0.098,0.0889868995633187,168.6631441048035,49.72,47.82764192139738,0.034,21.93,2.96,47.63,19.395065502183407,14.29238776105509
0,1,0,60.0,21.42424492967504,3.1431095406360425,0.16,0.18,0.1681272084805653,0.082,0.0760848056537102,170.71618374558304,49.77,45.42257950530036,0.034,21.88053003533569,2.94,47.66,18.50342756183745,15.933735518448332
1,1,0,60.0,19.3812399774668,2.4098360655737703,0.16,0.19,0.1826229508196721,0.088,0.0874098360655737,164.09967213114754,52.12,45.61950819672131,0.034,21.903565573770493,2.94,47.66,14.433975409836066,14.919944180084634
1,1,0,50.0,15.748608579781582,3.4460580912863072,0.16,0.2,0.1711203319502074,0.096,0.0793692946058091,166.622489626556,49.05,46.4897510373444,0.034,21.78809128630705,0.07,38.73,20.79240663900415,13.01524711702736
0,1,0,60.0,23.95252220869658,2.2681159420289854,0.19,0.21,0.208695652173913,0.098,0.0970217391304348,170.04282608695652,49.27,44.88065217391304,0.036,21.74684782608696,2.94,35.74,13.464710144927537,11.23840992907183
0,1,0,62.0,17.156203737680865,3.86046511627907,0.15,0.18,0.1627242524916943,0.09,0.0839933554817275,168.8235880398671,47.72,43.68365448504984,0.033,21.855415282392023,2.94,47.63,23.20671096345515,13.290142392497009
0,1,0,60.0,17.859021156776784,3.3771626297577853,0.19,0.22,0.2021799307958477,0.11,0.0983460207612456,171.5824221453287,50.76,48.04352941176471,0.033,19.264878892733563,2.96,47.66,20.2840830449827,16.41978301449442
1,1,0,60.0,19.854699555578403,3.265060240963856,0.16,0.18,0.1665060240963855,0.082,0.0755180722891566,171.15871485943774,49.77,45.25497991967871,0.034,21.87578313253012,2.94,47.66,19.445261044176707,16.433488503273626
1,1,0,62.0,16.22956701953434,3.5665236051502145,0.15,0.18,0.1580257510729613,0.09,0.0825150214592274,168.8745922746781,47.72,43.28527896995708,0.033,21.889871244635195,2.94,47.63,21.630815450643777,14.229543475524054
0,1,0,50.0,14.274134881396684,3.6385964912280704,0.16,0.2,0.1761754385964912,0.096,0.0827122807017543,167.1474385964912,49.56,47.01066666666667,0.034,21.75540350877193,0.07,47.64,21.93042105263158,14.976410576828894
1,1,0,60.0,18.881652204797263,3.6984126984126986,0.19,0.22,0.1999999999999999,0.11,0.0973333333333333,172.17333333333335,50.76,48.55476190476191,0.033,19.275912698412696,2.96,47.66,22.324166666666667,16.544972939889423
1,1,0,63.0,26.57202810867108,3.4397590361445785,0.19,0.19,0.19,0.093,0.0926746987951807,169.51518072289156,50.6,46.99578313253012,0.033,27.060321285140564,2.95,47.64,20.617670682730925,14.164591252798465
0,1,0,64.0,18.756813568227216,3.0734767025089607,0.16,0.17,0.1641935483870968,0.085,0.0797741935483871,168.39870967741936,49.62,47.046021505376345,0.036,17.255591397849464,2.95,35.77,18.474587813620072,11.3760289324499
0,1,0,54.0,17.660883427472008,3.57190635451505,0.16,0.18,0.1691638795986622,0.076,0.0754581939799331,170.85163879598662,49.77,46.02414715719063,0.034,21.833210702341137,2.94,47.66,21.368428093645484,16.56120460161003
0,1,0,60.0,22.6577540205875,2.4246575342465757,0.21,0.21,0.21,0.098,0.0975479452054794,169.67013698630137,49.27,44.66931506849316,0.036,21.74410958904109,2.94,35.74,14.668424657534247,11.490683163834232
0,1,0,63.0,24.73726139797957,3.609677419354839,0.19,0.19,0.19,0.093,0.092516129032258,170.52374193548388,50.6,46.714129032258064,0.033,27.065645161290323,2.95,47.64,21.481612903225805,13.40990253742597
1,1,0,60.0,22.798735825202264,2.391566265060241,0.21,0.21,0.21,0.098,0.0976104417670682,169.85630522088354,49.27,44.57477911646587,0.036,21.75176706827309,2.94,35.74,14.27277108433735,12.132174230710742
1,1,0,63.0,25.245797133691195,3.486166007905138,0.19,0.19,0.19,0.093,0.0926007905138339,170.12395256916997,50.6,46.73233201581028,0.033,27.060790513833997,2.95,47.64,20.628498023715416,13.859534198929833
0,1,0,64.0,21.623206061380085,3.03886925795053,0.18,0.2,0.1901766784452296,0.098,0.0930883392226148,166.9750530035336,49.3,46.552968197879856,0.034,21.82268551236749,2.96,47.63,18.511696113074205,12.937132354849728
0,1,0,50.0,18.197858763458363,3.2039473684210527,0.16,0.2,0.1821052631578947,0.096,0.0861578947368421,167.77105263157895,50.78,47.1728947368421,0.034,21.71213815789473,0.07,49.96,19.53559210526316,15.018346370391765
0,1,0,50.0,18.53867067697449,3.3826714801444044,0.16,0.2,0.1810830324909747,0.096,0.0855956678700361,167.72472924187727,50.78,47.2315523465704,0.034,21.709494584837543,0.07,47.64,20.4428880866426,15.216794032063444
1,1,0,50.0,18.673091263885517,4.064,0.17,0.2,0.18452,0.096,0.09084,168.90032,48.94,44.89436,0.034,21.82104,2.99,47.68,24.03648,15.20581408334817
0,1,0,60.0,20.8391572021289,2.669550173010381,0.16,0.19,0.1732871972318339,0.088,0.088,166.32363321799306,52.12,44.85806228373702,0.034,21.804740484429065,2.94,50.03,16.13190311418685,13.72845231491164
1,1,0,30.0,6.946174647848501,3.9836065573770494,0.15,0.18,0.1652459016393442,0.09,0.0850819672131147,168.5039344262295,46.08,43.58262295081967,0.033,21.813360655737704,2.94,47.63,23.85594262295082,14.609395658090614
1,1,0,54.0,10.710460692891235,3.7822222222222224,0.16,0.18,0.1693333333333333,0.076,0.0754666666666666,172.22106666666664,49.77,46.00786666666667,0.034,21.821644444444445,2.95,47.66,22.297555555555554,16.618090314306407
0,1,0,60.0,20.54259152731857,2.627831715210356,0.15,0.19,0.1703236245954692,0.088,0.0878317152103559,166.5888349514563,52.12,44.8473786407767,0.034,21.78517799352751,2.94,50.03,16.069611650485438,13.452109711597316
0,1,0,64.0,21.527412834240085,2.998245614035088,0.17,0.2,0.1916140350877193,0.098,0.0939298245614035,166.90715789473686,49.3,46.29385964912281,0.034,21.79277192982456,2.94,50.0,18.37442105263158,13.018753892776454
0,1,0,50.0,17.287361888036273,3.2819148936170213,0.16,0.2,0.1840780141843971,0.096,0.0875035460992907,168.19762411347517,50.78,47.25014184397163,0.034,21.78163120567376,2.96,49.96,20.159290780141845,15.204076791987095
1,1,0,60.0,22.32225933463221,2.8540772532188843,0.16,0.19,0.1733905579399141,0.088,0.088,165.69244635193132,52.12,44.03081545064378,0.034,21.79862660944206,2.94,47.66,17.247253218884122,14.428867592741977
1,1,0,50.0,18.696337901132697,3.8694779116465865,0.17,0.2,0.188433734939759,0.096,0.092144578313253,168.95265060240965,47.45,44.57469879518072,0.034,21.781526104417672,2.99,49.61,23.18995983935743,15.007871496425444
1,1,0,50.0,15.430543080236587,3.489626556016597,0.16,0.2,0.1840663900414937,0.096,0.0872365145228215,168.35734439834022,50.78,47.24771784232365,0.034,21.78377593360996,2.96,47.64,21.19792531120332,15.802932897969656
