Cykl_1,HMG,HL,Anoda_ANALIZA As,Anoda_ANALIZA As_amin,Anoda_ANALIZA As_amax,Anoda_ANALIZA Ni,Anoda_ANALIZA Ni_amin,Anoda_ANALIZA Ni_amax,Anoda_ANALIZA Bi,Anoda_ANALIZA Bi_amin,Anoda_ANALIZA Bi_amax,Anoda_ANALIZA Sn,Anoda_ANALIZA Sn_amin,Anoda_ANALIZA Sn_amax,Anoda_ANALIZA Sn_diff,NaCl [kg]_amin,NaCl [kg]_mean,Natezenie_prad_mean,Sklad_Au_amin,Sklad_Au_amax,Sklad_Au_mean,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Ni_amin,Sklad_Ni_amax,Sklad_Ni_mean,Sklad_Ni_std,Sklad_Zn_amin,Sklad_Zn_amax,Sklad_Zn_mean
1,1,0,0.16,0.16,0.16,0.12,0.12,0.12,0.0056,0.0056,0.0056,0.0008,0.0008,0.0008,0.0,0.5,1.9109311740890689,13.328537449392712,4.98,5.74,5.263076923076923,0.065,0.066,0.0653724696356275,4.16,4.37,4.238218623481782,0.1017332754144522,0.022,0.025,0.0231174089068825
0,1,0,0.17,0.17,0.17,0.13,0.13,0.13,0.0058,0.0058,0.0058,0.0007,0.0007,0.0007,0.0,0.5,1.2265917602996257,13.118847378277154,4.84,5.95,5.251573033707865,0.06,0.071,0.0638689138576779,4.06,4.41,4.183483146067416,0.1648998405749531,0.026,0.035,0.0289962546816479
0,1,0,0.14,0.12,0.17,0.095,0.05,0.14,0.005225,0.0047,0.006,0.00095,0.0008,0.0012,0.0003999999999999,0.5,1.1962457337883958,13.120722696245734,4.84,5.95,5.313549488054608,0.06,0.071,0.0638088737201365,4.06,4.41,4.182798634812286,0.1557890336699875,0.026,0.035,0.0295392491467576
0,1,0,0.1425,0.14,0.15,0.1325,0.08,0.16,0.004285,0.0042,0.0045,0.0006799999999999,0.0005,0.0013,0.0007999999999999,0.5,2.906015037593985,13.266519736842104,4.98,6.0,5.462481203007519,0.065,0.069,0.0662481203007518,4.2,4.63,4.485751879699248,0.1116514053525895,0.023,0.031,0.0246992481203007
1,1,0,0.1475,0.11,0.16,0.0875,0.08,0.09,0.0053,0.0052,0.0056,0.000775,0.0007,0.0008,0.0001,0.5,2.3734939759036147,13.271242971887547,5.36,5.42,5.379357429718875,0.053,0.059,0.0570562248995983,3.97,4.43,4.30285140562249,0.1835368854332796,0.022,0.029,0.0223493975903614
0,1,0,0.135,0.12,0.14,0.08,0.05,0.09,0.0053,0.0047,0.0055,0.0005,0.0004,0.0008,0.0004,0.5,2.3780918727915195,13.32924116607774,4.98,5.74,5.249257950530036,0.065,0.066,0.0654063604240282,4.0,4.37,4.1995759717314485,0.1188113278234714,0.022,0.025,0.023095406360424
1,1,0,0.131,0.08,0.16,0.077,0.03,0.14,0.00359,0.003,0.0039,0.00095,0.0005,0.0013,0.0007999999999999,0.5,1.2655601659751037,13.271497925311204,5.19,5.62,5.395145228215768,0.049,0.063,0.0594564315352697,3.96,4.75,4.648132780082988,0.1576396173639606,0.026,0.03,0.0266141078838174
1,1,0,0.1475,0.11,0.16,0.0949999999999999,0.08,0.12,0.0053999999999999,0.0052,0.0056,0.000775,0.0007,0.0008,0.0001,1.0,3.7540983606557377,13.32834118852459,5.47,5.9,5.713934426229509,0.059,0.068,0.0619016393442622,4.14,4.57,4.232622950819672,0.1390964569177057,0.026,0.038,0.0264918032786885
0,1,0,0.1425,0.1,0.16,0.19,0.08,0.27,0.005475,0.0052,0.0056,0.00075,0.0004,0.001,0.0006,0.5,1.2470817120622568,13.271761673151753,5.19,5.62,5.374007782101167,0.049,0.063,0.058533073929961,3.96,4.75,4.596342412451362,0.2417268754104927,0.026,0.03,0.0268638132295719
0,1,0,0.1149999999999999,0.09,0.15,0.1245,0.09,0.16,0.00456,0.0044,0.0049,0.0007049999999999,0.0006,0.0009,0.0003,0.5,3.56140350877193,13.038181578947368,6.04,6.46,6.264,0.065,0.073,0.070459649122807,4.72,5.21,5.073929824561403,0.1979507567561221,0.028,0.039,0.0300456140350877
0,1,0,0.1475,0.14,0.16,0.1475,0.09,0.27,0.0055249999999999,0.0055,0.0056,0.00065,0.0004,0.001,0.0006,0.5,2.6365313653136533,13.266203874538746,4.98,6.0,5.359483394833949,0.065,0.069,0.0658560885608856,4.2,4.63,4.440811808118081,0.1317351636486348,0.023,0.031,0.0251845018450184
1,1,0,0.17,0.17,0.17,0.07,0.07,0.07,0.0052,0.0052,0.0052,0.0006,0.0006,0.0006,0.0,0.5,4.105263157894737,13.06339254385965,5.0,5.49,5.252982456140352,0.064,0.068,0.0655438596491228,3.98,4.21,4.153333333333333,0.0991298411368536,0.022,0.031,0.0226491228070175
1,1,0,0.145,0.12,0.17,0.078,0.07,0.09,0.0046099999999999,0.0039,0.0052,0.0004,0.0002,0.0006,0.0003999999999999,0.5,2.3373493975903616,13.265408634538153,5.31,5.57,5.495461847389559,0.06,0.069,0.0649518072289156,3.63,4.16,4.019718875502008,0.2193546281900802,0.023,0.03,0.0243775100401606
0,1,0,0.1255,0.08,0.15,0.08,0.08,0.08,0.0038599999999999,0.0036,0.004,0.000765,0.0007,0.0008,0.0001,0.5,1.35,13.272765,5.19,5.62,5.330433333333334,0.049,0.063,0.0566066666666666,3.96,4.75,4.4867333333333335,0.3334846858170114,0.026,0.03,0.0273933333333333
1,1,0,0.1175,0.08,0.16,0.0824999999999999,0.07,0.09,0.005025,0.0041,0.0056,0.0006,0.0002,0.0008,0.0006,0.5,2.47,13.328882,4.98,5.74,5.18704,0.065,0.066,0.065328,4.0,4.37,4.18004,0.1080179146230762,0.022,0.025,0.022852
1,1,0,0.09,0.08,0.12,0.075,0.07,0.09,0.004925,0.0041,0.0052,0.000575,0.0002,0.0007,0.0005,0.5,1.2301587301587302,13.117648809523809,4.84,5.95,5.21,0.06,0.071,0.0626666666666666,4.06,4.41,4.1466666666666665,0.1367348322214566,0.026,0.035,0.0288095238095238
0,1,0,0.09,0.08,0.1,0.105,0.08,0.12,0.0043,0.0041,0.0045,0.00055,0.0005,0.0007,0.0001999999999999,0.5,3.260942760942761,13.04952441077441,6.04,6.46,6.225252525252524,0.065,0.073,0.0706835016835016,4.72,5.21,5.098518518518518,0.1676421154688726,0.028,0.039,0.0311851851851851
0,1,0,0.13,0.13,0.13,0.06,0.06,0.06,0.0051,0.0051,0.0051,0.0004,0.0004,0.0004,0.0,0.5,2.4760956175298805,13.274522908366531,4.98,6.0,5.316573705179283,0.065,0.069,0.0656374501992032,4.2,4.63,4.429163346613546,0.1247609602846773,0.023,0.031,0.02500796812749
0,1,0,0.14,0.14,0.14,0.13,0.13,0.13,0.0056,0.0056,0.0056,0.0006,0.0006,0.0006,0.0,0.5,2.511152416356877,13.274401486988848,4.98,6.0,5.275092936802974,0.065,0.069,0.0655204460966542,4.2,4.63,4.405836431226766,0.1331469954567389,0.023,0.031,0.0254832713754646
1,1,0,0.1,0.1,0.1,0.08,0.08,0.08,0.0051,0.0051,0.0051,0.0008,0.0008,0.0008,0.0,0.5,2.572052401746725,13.329368995633189,4.98,5.74,5.141921397379913,0.065,0.066,0.0652663755458515,4.0,4.37,4.169082969432314,0.0967613138491332,0.022,0.025,0.0226724890829694
0,1,0,0.145,0.12,0.16,0.1,0.05,0.13,0.005125,0.0047,0.0056,0.0008,0.0006,0.0009,0.0003,0.5,3.879003558718861,13.063599644128114,5.0,5.49,5.161672597864769,0.064,0.068,0.0663629893238434,3.98,4.21,4.18170818505338,0.0712936600861522,0.022,0.031,0.0248469750889679
1,1,0,0.1099999999999999,0.08,0.13,0.0775,0.07,0.08,0.0050249999999999,0.0049,0.0052,0.000725,0.0007,0.0008,0.0001,0.5,2.3292682926829267,13.27464430894309,5.31,5.57,5.50869918699187,0.06,0.069,0.066,3.63,4.16,4.059593495934959,0.1704323356019885,0.023,0.03,0.0251626016260162
1,1,0,0.1285,0.08,0.15,0.0984999999999999,0.06,0.15,0.005375,0.005,0.0061,0.00073,0.0005,0.001,0.0005,0.5,2.5060240963855422,13.33112751004016,4.98,5.74,5.153975903614459,0.065,0.066,0.0653253012048192,4.0,4.37,4.143614457831325,0.0994084720044408,0.022,0.025,0.0227469879518072
0,1,0,0.1349999999999999,0.11,0.15,0.1125,0.09,0.14,0.005225,0.0049,0.0056,0.0007,0.0006,0.0008,0.0002,0.5,3.469283276450512,13.127838737201364,5.11,5.42,5.198839590443686,0.052,0.055,0.0533412969283276,3.59,4.36,4.063276450511945,0.3632985046079503,0.023,0.027,0.0245767918088737
0,1,0,0.1235,0.1,0.15,0.0979999999999999,0.08,0.12,0.00414,0.0037,0.0045,0.00073,0.0005,0.001,0.0005,0.5,3.0454545454545454,13.049191077441078,6.04,6.46,6.187070707070707,0.065,0.073,0.071047138047138,4.72,5.21,5.1303367003367,0.1187144872925353,0.028,0.039,0.0321851851851851
0,1,0,0.08,0.04,0.14,0.1084999999999999,0.1,0.11,0.0041699999999999,0.0039,0.0045,0.000925,0.0009,0.001,0.0001,0.5,3.290322580645161,13.305829749103944,5.47,5.9,5.58931899641577,0.059,0.068,0.0646344086021505,4.14,4.57,4.305555555555555,0.2057456074768141,0.026,0.038,0.0303405017921146
1,1,0,0.1325,0.1,0.15,0.089,0.06,0.14,0.0051049999999999,0.0049,0.0055,0.0007449999999999,0.0005,0.001,0.0005,0.5,0.8473451327433629,13.125362831858409,4.84,5.95,5.1248672566371685,0.06,0.071,0.0613053097345132,4.06,4.41,4.10429203539823,0.0848406801183825,0.026,0.035,0.0282699115044247
1,1,0,0.145,0.13,0.16,0.135,0.08,0.27,0.005075,0.0048,0.0056,0.000725,0.0006,0.0009,0.0003,0.5,3.401639344262295,13.126462090163932,5.11,5.3,5.169180327868852,0.052,0.054,0.0533770491803278,3.59,4.36,4.1201639344262295,0.3573173563927711,0.023,0.027,0.0242459016393442
1,1,0,0.13,0.13,0.13,0.08,0.08,0.08,0.0048249999999999,0.0048,0.0049,0.000625,0.0006,0.0007,0.0001,0.5,2.674698795180723,13.274313253012048,5.41,5.57,5.517951807228916,0.066,0.069,0.0669759036144578,3.95,4.16,4.091686746987952,0.0985804805947632,0.024,0.03,0.0259518072289156
0,1,0,0.15,0.14,0.16,0.1099999999999999,0.1,0.12,0.0039,0.0037,0.0041,0.00085,0.0007,0.001,0.0003,0.5,2.7906976744186047,13.052700166112956,6.04,6.26,6.159136212624584,0.069,0.073,0.0711661129568106,5.07,5.21,5.145813953488372,0.0698743057543401,0.028,0.039,0.0330431893687707
0,1,0,0.1435,0.14,0.15,0.1099999999999999,0.1099999999999999,0.11,0.0038999999999999,0.0038999999999999,0.0039,0.00086,0.0006,0.001,0.0004,0.5,2.889610389610389,13.308892045454543,5.47,5.64,5.5577597402597405,0.063,0.068,0.0654188311688311,4.14,4.57,4.348019480519481,0.2152363437209457,0.026,0.038,0.0318051948051948
0,1,0,0.1099999999999999,0.1099999999999999,0.1099999999999999,0.0899999999999999,0.0899999999999999,0.0899999999999999,0.0049,0.0049,0.0049,0.0006,0.0006,0.0006,0.0,0.5,3.8030888030888033,13.063864864864865,5.0,5.18,5.11050193050193,0.066,0.068,0.0667722007722007,4.2,4.21,4.206138996138996,0.0048779666540774,0.022,0.031,0.0254749034749034
1,1,0,0.136,0.11,0.17,0.0775,0.04,0.15,0.0036,0.0033,0.0042,0.000805,0.0005,0.001,0.0005,0.5,2.9292035398230087,13.309776548672566,5.47,5.64,5.585840707964601,0.063,0.068,0.0645929203539823,4.14,4.57,4.276991150442478,0.2007934702601541,0.026,0.038,0.0298230088495575
1,1,0,0.1325,0.13,0.14,0.08,0.08,0.08,0.004975,0.0047,0.0058,0.0006,0.0006,0.0006,0.0,0.5,2.9031007751937983,13.010478682170543,5.8,5.97,5.869186046511628,0.063,0.072,0.0683372093023255,4.14,5.01,4.65593023255814,0.4282360287048256,0.027,0.031,0.0286279069767441
1,1,0,0.14,0.14,0.14,0.0899999999999999,0.0899999999999999,0.0899999999999999,0.0049,0.0049,0.0049,0.0002,0.0002,0.0002,0.0,0.5,3.4798387096774195,13.12597883064516,5.11,5.3,5.1843145161290325,0.052,0.054,0.0532177419354838,3.59,4.36,4.05883064516129,0.3765223398649761,0.023,0.027,0.0245645161290322
0,1,0,0.13,0.13,0.13,0.1,0.1,0.1,0.0051,0.0051,0.0051,0.0008,0.0008,0.0008,0.0,1.0,2.9838709677419355,13.272762096774194,5.36,5.38,5.3687903225806455,0.055,0.059,0.0572419354838709,3.97,4.43,4.227822580645161,0.2287726820554668,0.022,0.029,0.0250766129032258
0,1,0,0.14,0.14,0.14,0.1099999999999999,0.1099999999999999,0.1099999999999999,0.0052,0.0052,0.0052,0.0007,0.0007,0.0007,0.0,0.5,2.952380952380953,13.260123015873017,5.41,5.57,5.496349206349207,0.066,0.069,0.0673809523809523,3.95,4.16,4.0633333333333335,0.1048770860924876,0.024,0.03,0.0267619047619047
0,1,0,0.1025,0.1,0.11,0.075,0.07,0.09,0.0049,0.0049,0.0049,0.000675,0.0006,0.0007,0.0001,0.5,3.6184210526315783,13.063883458646616,5.0,5.18,5.088646616541353,0.066,0.068,0.0670150375939849,4.2,4.21,4.204924812030075,0.0050088586583041,0.022,0.031,0.0265676691729323
1,1,0,0.14,0.14,0.14,0.14,0.14,0.14,0.0066,0.0066,0.0066,0.0009,0.0009,0.0009,0.0,0.5,3.3580786026200875,13.299360262008731,4.98,5.42,5.172139737991267,0.065,0.066,0.0654366812227074,4.0,4.16,4.090131004366812,0.0795297602321506,0.022,0.024,0.0228733624454148
1,1,0,0.12,0.12,0.12,0.1099999999999999,0.1099999999999999,0.1099999999999999,0.005,0.005,0.005,0.001,0.001,0.001,0.0,1.0,3.0847457627118646,13.273226694915254,5.36,5.38,5.369152542372881,0.055,0.059,0.0571694915254237,3.97,4.43,4.219491525423728,0.2296596833156438,0.022,0.029,0.0252033898305084
1,1,0,0.1225,0.08,0.14,0.0959999999999999,0.07,0.14,0.005585,0.0049,0.0066,0.000635,0.0002,0.0009,0.0007,0.5,2.8114754098360657,13.029394467213114,5.8,5.97,5.886393442622951,0.063,0.072,0.0674262295081967,4.14,5.01,4.567868852459016,0.4358355666599003,0.027,0.031,0.0290327868852459
1,1,0,0.1225,0.11,0.13,0.0974999999999999,0.08,0.12,0.00495,0.0047,0.0054,0.00065,0.0004,0.001,0.0006,0.5,3.765560165975104,13.064147302904564,5.0,5.18,5.089626556016597,0.066,0.068,0.0670041493775933,4.2,4.21,4.204979253112033,0.0050103627054178,0.022,0.031,0.0265186721991701
1,1,0,0.13,0.11,0.14,0.105,0.08,0.14,0.005775,0.0053,0.0066,0.000675,0.0004,0.0009,0.0005,0.5,2.9365079365079363,13.273898809523809,5.36,5.38,5.370476190476191,0.055,0.059,0.0569047619047619,3.97,4.43,4.18904761904762,0.2301962736810021,0.022,0.029,0.0256666666666666
0,1,0,0.13,0.13,0.13,0.12,0.12,0.12,0.0054,0.0054,0.0054,0.0007,0.0007,0.0007,0.0,0.5,2.565934065934066,13.310406593406594,5.8,5.97,5.90025641025641,0.063,0.072,0.0666923076923076,4.14,5.01,4.496923076923077,0.4287216608050476,0.027,0.031,0.0293589743589743
0,1,0,0.1099999999999999,0.1,0.13,0.0875,0.07,0.12,0.0050249999999999,0.0049,0.0054,0.0006749999999999,0.0006,0.0007,0.0001,0.5,2.817829457364341,13.273781007751936,5.36,5.38,5.3713178294573645,0.055,0.059,0.0567364341085271,3.97,4.43,4.16968992248062,0.228437214711971,0.022,0.029,0.0259612403100775
0,1,0,0.1415,0.13,0.16,0.0915,0.07,0.14,0.00419,0.0038,0.0054,0.001085,0.0007,0.0012,0.0004999999999999,0.5,2.5,13.310313419117646,6.04,6.26,6.126544117647059,0.069,0.073,0.0705735294117647,5.07,5.21,5.125073529411765,0.06851612597137,0.028,0.039,0.034672794117647
1,1,0,0.138,0.11,0.18,0.0899999999999999,0.03,0.16,0.0039899999999999,0.0034,0.0048,0.000815,0.0003,0.0015,0.0012,0.5,1.8153846153846156,13.273795192307691,5.19,5.3,5.234000000000001,0.049,0.058,0.0526,3.96,4.75,4.276,0.3877658012284161,0.026,0.03,0.0283999999999999
0,1,0,0.1164999999999999,0.1,0.16,0.062,0.04,0.12,0.0034649999999999,0.0031,0.0041,0.00074,0.0003,0.0012,0.0009,0.5,2.537542662116041,13.264721843003414,6.04,7.17,6.199078498293515,0.067,0.073,0.0702764505119453,5.07,5.21,5.12901023890785,0.0685718543563926,0.028,0.039,0.0345221843003413
1,1,0,0.1209991972622417,0.1,0.14,0.0679994930077316,0.06,0.09,0.0048200219696649,0.0043,0.0051,0.0004249630318137,0.0002,0.0013,0.0010999999999999,0.5,3.161290322580645,13.302472782258064,4.98,5.42,5.23725806451613,0.065,0.066,0.0655846774193548,4.0,4.16,4.066451612903226,0.079003854242956,0.022,0.024,0.0231693548387096
1,1,0,0.15,0.15,0.15,0.07,0.07,0.07,0.005,0.005,0.005,0.0008,0.0008,0.0008,0.0,0.5,4.035714285714286,13.06438169642857,5.0,5.18,5.076339285714285,0.066,0.068,0.0671517857142857,4.2,4.21,4.204241071428571,0.0049531355937551,0.022,0.031,0.0271830357142857
0,1,0,0.14,0.14,0.14,0.06,0.06,0.06,0.0052,0.0052,0.0052,0.0006,0.0006,0.0006,0.0,0.5,2.8448275862068964,13.258254789272032,5.41,5.57,5.46639846743295,0.063,0.069,0.0679080459770115,3.95,4.16,4.023831417624521,0.100060915722824,0.024,0.03,0.0278697318007662
1,1,0,0.13,0.11,0.15,0.065,0.06,0.07,0.00485,0.0047,0.005,0.0006,0.0004,0.0008,0.0004,0.5,3.0081967213114758,13.26008606557377,5.41,5.57,5.469672131147542,0.066,0.069,0.0678811475409836,3.95,4.16,4.028319672131148,0.1017624738933559,0.024,0.03,0.0277622950819672
0,1,0,0.14,0.14,0.14,0.075,0.06,0.08,0.0056499999999999,0.0052,0.0058,0.0006,0.0006,0.0006,0.0,0.5,2.78021978021978,13.263981684981683,5.8,6.24,5.932014652014653,0.063,0.072,0.0664615384615384,4.14,5.01,4.464029304029303,0.4124601931130108,0.027,0.031,0.0295860805860805
0,1,0,0.1375,0.13,0.15,0.095,0.08,0.14,0.005275,0.005,0.0055,0.0008,0.0006,0.001,0.0004,0.5,3.7767857142857135,13.011579464285717,5.0,5.18,5.067857142857143,0.062,0.068,0.0667857142857143,3.94,4.21,4.176035714285714,0.0804979939832668,0.022,0.031,0.0275035714285714
1,1,0,0.12,0.11,0.14,0.0974999999999999,0.05,0.12,0.0048,0.0037,0.0054,0.00045,0.0002,0.0008,0.0006,0.5,2.631578947368421,13.258625,4.98,5.24,5.071228070175438,0.065,0.065,0.065,4.2,4.44,4.28421052631579,0.1147907096644699,0.023,0.031,0.0281929824561403
0,1,0,0.1375,0.13,0.14,0.085,0.08,0.1,0.005025,0.005,0.0051,0.00065,0.0006,0.0008,0.0002,0.5,2.70863309352518,13.25525,6.04,7.17,6.225251798561151,0.067,0.073,0.0699352517985611,5.07,5.21,5.124316546762589,0.0673055467292487,0.028,0.039,0.0349712230215827
1,1,0,0.1314999999999999,0.11,0.15,0.0875,0.05,0.12,0.004625,0.0037,0.0054,0.0006,0.0002,0.001,0.0008,0.5,2.840248962655602,13.307207468879668,5.8,6.24,5.920331950207468,0.063,0.072,0.0657261410788381,4.14,5.01,4.402821576763485,0.3996857167815352,0.027,0.031,0.0297966804979253
1,1,0,0.15,0.15,0.15,0.07,0.07,0.07,0.0048,0.0048,0.0048,0.0008,0.0008,0.0008,0.0,0.5,2.432098765432099,13.267866255144034,5.36,5.63,5.378271604938272,0.054,0.059,0.0561522633744855,3.97,4.43,4.107037037037037,0.2089195608843514,0.022,0.029,0.0268559670781893
0,1,0,0.15,0.15,0.15,0.15,0.15,0.15,0.0061,0.0061,0.0061,0.0007,0.0007,0.0007,0.0,0.5,3.375,13.229491071428573,4.98,5.54,5.132214285714285,0.063,0.065,0.0646785714285714,4.17,4.44,4.252607142857143,0.1058299980122028,0.023,0.031,0.0281214285714285
0,1,0,0.1349999999999999,0.13,0.14,0.1199999999999999,0.09,0.15,0.00415,0.0038,0.0045,0.00075,0.0005,0.001,0.0005,0.5,2.392,13.289891,5.47,6.34,5.57616,0.063,0.068,0.066432,4.14,4.68,4.46784,0.1947321670075837,0.026,0.038,0.03428
0,1,0,0.1324999999999999,0.1,0.15,0.128,0.07,0.15,0.003705,0.0034,0.0041,0.0008449999999999,0.0006,0.001,0.0004,0.5,2.30944055944056,13.26624562937063,5.47,6.34,5.684545454545455,0.063,0.068,0.0661433566433566,4.14,4.68,4.503986013986014,0.1908122614035851,0.026,0.038,0.0336678321678321
1,1,0,0.15,0.15,0.15,0.07,0.07,0.07,0.0052,0.0052,0.0052,0.0008,0.0008,0.0008,0.0,0.5,3.22,13.25702888888889,5.41,5.57,5.450177777777777,0.063,0.069,0.0682266666666666,3.95,4.16,4.002622222222223,0.0909511468377988,0.024,0.03,0.0284844444444444
0,1,0,0.1339999999999999,0.12,0.16,0.0865,0.08,0.09,0.0037,0.0037,0.0037,0.000775,0.0006,0.0011,0.0005,0.5,2.847169811320754,13.244066037735848,6.04,7.17,6.261320754716981,0.067,0.073,0.0695358490566037,5.07,5.21,5.119698113207547,0.0655967897246821,0.028,0.039,0.0354377358490566
1,1,0,0.14,0.12,0.16,0.0674999999999999,0.05,0.09,0.0049499999999999,0.0047,0.0052,0.000825,0.0004,0.0013,0.0009,0.5,3.361233480176212,13.131569383259912,5.11,5.39,5.255550660792951,0.052,0.061,0.0526431718061674,3.59,4.36,3.7850220264317183,0.3319123650856663,0.023,0.027,0.0259779735682819
1,1,0,0.1324999999999999,0.13,0.14,0.0925,0.06,0.13,0.005425,0.0051,0.0056,0.0006,0.0004,0.0007,0.0003,0.5,2.7791164658634537,13.243946787148596,5.19,5.6,5.265542168674699,0.049,0.06,0.0521927710843373,3.96,4.75,4.1653012048192775,0.3158565058644991,0.026,0.03,0.0289638554216867
1,1,0,0.165,0.16,0.17,0.1,0.09,0.11,0.0055,0.0052,0.0058,0.0012,0.0011,0.0013,0.0001999999999999,0.5,3.24375,13.250659375,5.8,6.24,5.964833333333333,0.063,0.072,0.0657,4.14,5.01,4.383291666666667,0.3750509007760713,0.027,0.031,0.0300083333333333
0,1,0,0.16,0.16,0.16,0.08,0.08,0.08,0.0051,0.0051,0.0051,0.0005,0.0005,0.0005,0.0,0.5,2.7928571428571427,13.2155,5.36,5.63,5.438535714285714,0.054,0.059,0.0553678571428571,3.97,4.43,4.080071428571429,0.1636588655415683,0.022,0.029,0.0264464285714285
0,1,0,0.1375,0.13,0.15,0.0925,0.06,0.15,0.005475,0.0052,0.0061,0.000725,0.0006,0.0008,0.0002,0.5,2.4461538461538463,13.098715384615383,4.84,5.95,5.61123076923077,0.051,0.064,0.0607846153846153,4.0,4.2,4.138461538461539,0.0851839847407432,0.025,0.035,0.0316153846153846
0,1,0,0.162,0.14,0.18,0.123,0.09,0.15,0.004,0.0037,0.0045,0.001,0.001,0.001,0.0,0.5,3.371186440677966,13.20099406779661,4.98,5.54,5.186508474576272,0.063,0.065,0.0643694915254237,4.17,4.44,4.218203389830509,0.0813229849404603,0.023,0.031,0.0281864406779661
1,1,0,0.147,0.1,0.17,0.0835,0.04,0.11,0.005105,0.004,0.0058,0.00083,0.0002,0.0011,0.0009,0.5,3.2074235807860263,13.23416812227074,5.41,5.57,5.442489082969432,0.063,0.069,0.0678209606986899,3.95,4.16,3.9894759825327513,0.0737449706255354,0.024,0.03,0.0285283842794759
0,1,0,0.1395,0.13,0.16,0.0885,0.08,0.09,0.004035,0.0039,0.0042,0.0008699999999999,0.0006,0.0012,0.0006,0.5,3.1431095406360425,13.192286219081272,5.19,5.6,5.3226855123674905,0.049,0.06,0.0532438162544169,3.96,4.75,4.166643109540637,0.2739694484835001,0.026,0.03,0.0289611307420494
1,1,0,0.1175,0.11,0.14,0.0925,0.08,0.13,0.0053,0.0052,0.0056,0.0006,0.0006,0.0006,0.0,0.5,2.4098360655737703,13.096512295081968,4.84,5.95,5.661803278688525,0.051,0.064,0.0608360655737704,4.0,4.2,4.143606557377049,0.0854527094569371,0.025,0.035,0.031983606557377
1,1,0,0.131,0.11,0.16,0.083,0.04,0.13,0.00493,0.0041,0.0058,0.0005149999999999,0.0002,0.0007,0.0005,0.5,3.4460580912863072,13.26272510373444,4.98,6.03,5.500207468879668,0.065,0.066,0.0659004149377593,4.0,4.62,4.141991701244813,0.2465684825712933,0.022,0.024,0.0238008298755186
0,1,0,0.13,0.11,0.16,0.08,0.08,0.08,0.005325,0.005,0.0056,0.000625,0.0005,0.0007,0.0001999999999999,0.5,2.2681159420289854,13.24246195652174,5.47,6.34,5.764782608695652,0.063,0.068,0.0663695652173913,4.14,4.68,4.577826086956522,0.1264953560365531,0.026,0.038,0.0342826086956521
0,1,0,0.155,0.14,0.16,0.1325,0.06,0.27,0.005375,0.0051,0.0056,0.00065,0.0005,0.0008,0.0003,0.5,3.86046511627907,13.041262458471762,5.11,5.39,5.324883720930233,0.052,0.061,0.0556046511627906,3.59,4.36,3.817508305647841,0.2637134254529336,0.023,0.027,0.0256212624584717
0,1,0,0.14,0.14,0.14,0.06,0.06,0.06,0.0052,0.0052,0.0052,0.0005,0.0005,0.0005,0.0,0.5,3.3771626297577853,13.177679065743945,5.8,6.24,6.066297577854671,0.063,0.072,0.0667681660899654,4.14,5.01,4.439550173010381,0.3549933563662948,0.027,0.031,0.0300865051903114
1,1,0,0.13,0.13,0.13,0.1099999999999999,0.1099999999999999,0.1099999999999999,0.006,0.006,0.006,0.0011,0.0011,0.0011,0.0,0.5,3.265060240963856,13.206236947791163,5.19,5.6,5.313734939759037,0.049,0.06,0.0525140562248996,3.96,4.75,4.102650602409639,0.2163279563235773,0.026,0.03,0.0292851405622489
1,1,0,0.133,0.11,0.14,0.087,0.07,0.11,0.00592,0.0052,0.006,0.0008,0.0006,0.0011,0.0005,0.5,3.5665236051502145,13.094062231759656,5.11,5.39,5.31549356223176,0.052,0.061,0.0542703862660944,3.59,4.36,3.7338626609442063,0.2372046585170692,0.023,0.027,0.0261287553648068
0,1,0,0.16,0.16,0.16,0.12,0.12,0.12,0.0056,0.0056,0.0056,0.0008,0.0008,0.0008,0.0,0.5,3.6385964912280704,13.231582456140352,4.98,6.03,5.644631578947369,0.065,0.066,0.0659754385964912,4.0,4.62,4.243228070175438,0.3002500728585174,0.022,0.024,0.0239508771929824
1,1,0,0.1325,0.11,0.17,0.103,0.06,0.13,0.005425,0.0047,0.0058,0.000585,0.0004,0.0011,0.0007,0.5,3.6984126984126986,13.179310515873016,5.97,6.24,6.06,0.063,0.072,0.0659999999999999,4.14,4.84,4.373333333333333,0.330639848117776,0.029,0.031,0.0303333333333333
1,1,0,0.13,0.1,0.14,0.075,0.07,0.09,0.0056,0.0049,0.006,0.000575,0.0004,0.0007,0.0003,0.5,3.4397590361445785,13.004991967871486,5.0,5.14,5.045542168674698,0.062,0.068,0.0660481927710843,3.94,4.2,4.115421686746988,0.1220520235935166,0.023,0.031,0.0283975903614457
0,1,0,0.1475,0.11,0.16,0.0875,0.08,0.09,0.0053,0.0052,0.0056,0.000775,0.0007,0.0008,0.0001,0.5,3.0734767025089607,13.16760394265233,5.38,5.63,5.484838709677419,0.054,0.055,0.0545806451612903,3.97,4.13,4.037096774193548,0.0790944337484523,0.023,0.029,0.0264838709677419
0,1,0,0.131,0.08,0.16,0.077,0.03,0.14,0.00359,0.003,0.0039,0.00095,0.0005,0.0013,0.0007999999999999,0.5,3.57190635451505,13.16160702341137,5.19,5.6,5.377859531772575,0.049,0.06,0.0540401337792642,3.96,4.36,4.143277591973245,0.1996337919091722,0.028,0.03,0.0290836120401337
